Site,PullDate,ValidTime,Mean,Min,Max,model1,model2,model3,model4,model5,model6,model7,model8,model9,model10,model11,model12,model13,model14,model15,model16,model17,model18,model19,model20,model21,model22,model23,model24,model25,model26,model27,model28,model29,model30,model31,model32,model33,model34,model35,model36,model37,model38,model39,model40,model41,model42,model43,model44,model45,model46,model47,model48,model49,model50
BroomsBarn,2022-04-07,2022-04-08T03:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BroomsBarn,2022-04-07,2022-04-08T04:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BroomsBarn,2022-04-07,2022-04-08T05:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BroomsBarn,2022-04-07,2022-04-08T06:00:00Z,0.008,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0
BroomsBarn,2022-04-07,2022-04-08T07:00:00Z,0.054,0,0.8,0,0.1,0,0,0,0,0,0,0.1,0,0,0.1,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0,0.2,0,0,0,0,0.2,0.1,0.2,0,0,0,0.2,0,0,0.4,0,0.1
BroomsBarn,2022-04-07,2022-04-08T08:00:00Z,0.134,0,1.5,0,0.2,0,0,0,0,0,0,0.1,0,0,0.3,0,0,0,0.1,0,1.5,0,0.1,0,0,0,0.1,0,0,0,0,0.1,0.3,0,0.2,0.1,0.4,0,0.1,0,0,0.5,0.3,0.4,0,0,0,0.5,0.1,0,1.1,0,0.2
BroomsBarn,2022-04-07,2022-04-08T09:00:00Z,0.198,0,1.6,0,0.3,0,0.1,0.1,0,0,0.1,0.1,0,0.1,0.7,0,0,0,0.2,0.1,1.2,0,0.1,0,0,0,0.1,0,0,0,0,0.3,0.5,0,0.3,0.1,1,0.1,0.1,0,0,0.9,0.5,0.4,0.1,0,0,0.5,0.1,0,1.6,0,0.2
BroomsBarn,2022-04-07,2022-04-08T10:00:00Z,0.232,0,1.4,0,0.5,0.1,0.2,0.1,0,0.1,0.1,0.2,0,0.2,1.1,0.1,0.1,0,0.1,0.1,0.6,0.1,0.1,0,0,0,0,0.1,0.1,0,0.1,0.5,0.7,0.1,0.3,0,1.2,0.1,0,0,0,1.2,0.6,0.4,0.2,0,0,0.5,0,0.1,1.4,0,0.2
BroomsBarn,2022-04-07,2022-04-08T11:00:00Z,0.272,0,1.5,0,0.5,0.1,0.3,0,0,0.2,0,0.2,0,0.2,1.2,0.2,0.1,0,0.1,0.1,0.5,0.2,0.1,0.1,0,0.1,0.1,0.3,0.2,0,0.1,0.5,0.9,0.3,0.3,0.1,1,0.1,0,0.2,0,1.5,0.7,0.5,0.2,0,0,0.7,0,0.1,1.4,0,0.2
BroomsBarn,2022-04-07,2022-04-08T12:00:00Z,0.328,0,1.8,0.1,0.2,0.1,0.4,0,0.1,0.2,0.1,0.2,0,0.2,1.2,0.1,0,0.2,0.2,0.3,0.4,0.2,0.2,0.3,0.1,0.3,0.1,0.3,0.2,0.1,0.1,0.7,0.9,0.3,0.4,0.2,1,0.1,0.1,0.3,0.3,1.8,0.6,0.7,0.2,0.1,0.2,0.7,0,0,1.6,0.1,0.2
BroomsBarn,2022-04-07,2022-04-08T13:00:00Z,0.342,0,1.6,0.3,0,0.2,0.4,0,0.3,0.1,0.3,0.1,0.3,0.2,0.9,0.1,0.2,0.4,0.2,0.4,0.2,0.1,0.3,0.2,0.3,0.3,0.1,0.2,0.2,0.3,0.2,0.9,0.7,0.1,0.4,0.3,0.7,0.2,0.5,0.2,0.4,1.6,0.4,0.7,0.2,0.3,0.2,0.5,0.1,0,1.2,0.4,0.3
BroomsBarn,2022-04-07,2022-04-08T14:00:00Z,0.288,0,1,0.3,0.1,0.1,0.4,0.1,0.3,0.1,0.4,0.1,0.4,0.2,0.4,0.2,0.3,0.3,0.2,0.2,0.2,0,0.2,0.1,0.5,0.1,0.2,0.2,0.3,0.3,0.4,0.6,0.4,0.1,0.3,0.3,0.4,0.3,0.5,0.2,0.4,1,0.3,0.6,0.1,0.3,0.2,0.3,0.2,0,0.6,0.5,0.2
BroomsBarn,2022-04-07,2022-04-08T15:00:00Z,0.2,0,0.6,0.2,0.2,0.1,0.3,0.1,0.2,0.1,0.4,0.1,0.2,0.1,0.2,0.1,0.2,0.1,0.1,0.1,0.2,0,0.2,0.1,0.6,0,0.2,0.2,0.2,0.2,0.5,0.2,0.2,0.2,0.2,0.1,0.5,0.1,0.1,0.1,0.5,0.4,0.1,0.5,0.1,0.2,0.2,0.2,0.1,0,0.3,0.3,0.2
BroomsBarn,2022-04-07,2022-04-08T16:00:00Z,0.15,0,0.7,0.3,0.2,0.3,0.1,0,0.1,0,0.2,0,0.1,0,0.1,0,0.1,0.1,0,0.7,0.2,0.1,0.1,0.1,0.6,0.1,0.2,0.1,0.1,0.4,0.3,0.1,0.1,0.2,0.1,0,0.4,0,0.1,0,0.3,0.1,0,0.3,0.1,0.1,0.1,0.1,0.2,0,0.1,0.2,0.3
BroomsBarn,2022-04-07,2022-04-08T17:00:00Z,0.292,0,1.6,0.3,0.1,0.7,0,0,0.5,0.1,0,0,0.7,0,0.1,0.1,0,0.8,0.2,1.6,1.1,0.1,0,0.8,0.5,0.2,0.2,0,0.2,0.3,0.2,0.1,0,0.8,0.1,0.8,0.1,0,0.1,0.4,0.5,0,0,0.2,0.3,0.1,0.6,0.6,0.8,0,0,0.2,0.1
BroomsBarn,2022-04-07,2022-04-08T18:00:00Z,0.392,0,1.6,0.1,0,0.6,0,0,1,0.1,0.1,0,0.7,0.1,0.4,0.3,0,0.7,0.3,1.5,1.5,0,0.1,1.2,0.2,0.5,0.2,0.1,0.2,0.3,0.1,0,0,1.4,0.1,0.8,0,0,0,0.9,0.8,0,0,0.2,1.6,0.6,0.9,0.8,0.6,0,0.1,0.5,0
BroomsBarn,2022-04-07,2022-04-08T19:00:00Z,0.332,0,1.5,0.1,0,0.1,0.2,0,0.6,0,0.1,0,0,0.1,1,0.5,0,0.2,0.2,0.9,0.6,0,0.2,0.7,0,0.8,0.2,0.2,0.3,0.3,0,0.1,0,1,1.5,0,0,0,0,0.7,0.6,0,0.4,1.2,1.4,0.6,0.6,0.3,0.1,0,0.1,0.7,0
BroomsBarn,2022-04-07,2022-04-08T20:00:00Z,0.308,0,3.2,0.1,0,0.1,1.1,0,0.3,0,0,0,0,0,1.1,0.3,0,0.2,0.7,0.8,0,0,0.3,0.2,0,0.4,0.1,0.3,0.2,0,0,0.2,0,1.2,3.2,0,0,0,0,0.2,0.6,0,0.8,1.2,0.1,0.1,0.8,0.1,0.1,0,0,0.6,0
BroomsBarn,2022-04-07,2022-04-08T21:00:00Z,0.242,0,2.2,0,0,0.2,0.9,0,0.2,0,0,0,0,0,0.7,0,0,0,1.2,0.5,0,0,0.3,0,0,0,0,0.2,0,0,0.1,0.2,0,2.2,1.8,0,0,0,0,0,0.4,0,0.5,0.1,0.3,0,0.8,0.1,1,0,0,0.4,0
BroomsBarn,2022-04-07,2022-04-08T22:00:00Z,0.126,0,1.8,0,0.1,0.1,0,0,0,0,0,0,0,0,0.3,0,0,0,0.7,0.1,0,0,0.1,0,0,0,0,0,0,0,0.1,0.1,0,1.8,0.2,0.4,0,0,0,0,0,0,0.1,0,0.5,0,0.2,0.1,1.3,0,0,0.1,0
BroomsBarn,2022-04-07,2022-04-08T23:00:00Z,0.048,0,0.5,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.5,0.1,0.5,0,0,0,0,0,0,0,0,0.3,0,0,0,0.4,0.1,0,0.1,0
BroomsBarn,2022-04-07,2022-04-09T00:00:00Z,0.03,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0.7,0.1,0,0,0,0,0,0,0,0,0.1,0,0,0,0.1,0.1,0,0.1,0
BroomsBarn,2022-04-07,2022-04-09T01:00:00Z,0.036,-0.1,1.2,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,1.2,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,-0.1,0,0,0
BroomsBarn,2022-04-07,2022-04-09T02:00:00Z,0.032,-0.1,1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.1,0,0,0
BroomsBarn,2022-04-07,2022-04-09T03:00:00Z,0.014,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0
BroomsBarn,2022-04-07,2022-04-09T04:00:00Z,0.002,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0
BroomsBarn,2022-04-07,2022-04-09T05:00:00Z,0.002,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
BroomsBarn,2022-04-07,2022-04-09T06:00:00Z,0.002,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
BroomsBarn,2022-04-07,2022-04-09T07:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BroomsBarn,2022-04-07,2022-04-09T08:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BroomsBarn,2022-04-07,2022-04-09T09:00:00Z,0.002,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BroomsBarn,2022-04-07,2022-04-09T10:00:00Z,0.06,0,0.3,0,0.2,0.2,0.1,0,0.3,0,0,0,0.1,0.1,0.1,0,0.2,0.1,0.1,0,0,0,0.1,0,0,0.1,0,0.1,0.1,0.1,0.1,0,0.1,0,0,0,0,0.1,0.2,0.1,0,0.1,0,0.1,0,0,0.1,0,0.1,0,0,0,0
BroomsBarn,2022-04-07,2022-04-09T11:00:00Z,0.15,0,0.6,0,0.6,0.3,0.2,0,0.3,0,0.1,0.1,0.1,0.2,0.2,0,0.2,0.1,0.3,0.1,0.2,0,0.2,0,0,0.1,0.1,0.2,0.3,0.6,0.2,0.1,0.2,0.1,0.2,0.1,0,0.2,0.1,0.3,0.2,0.3,0,0.1,0.1,0.2,0.2,0,0.2,0,0.2,0,0
BroomsBarn,2022-04-07,2022-04-09T12:00:00Z,0.2,0,0.8,0,0.7,0.1,0.1,0,0.1,0,0.3,0.3,0,0.1,0.3,0.4,0.2,0,0.3,0.1,0.3,0,0.2,0,0,0,0.3,0.3,0.3,0.8,0.1,0.4,0.1,0.1,0.4,0.3,0,0.4,0,0.4,0.4,0.4,0,0.1,0.4,0.3,0.3,0.1,0.1,0,0.2,0.2,0.1
BroomsBarn,2022-04-07,2022-04-09T13:00:00Z,0.182,0,0.8,0,0.6,0.1,0,0,0.2,0,0.3,0.2,0,0.1,0.4,0.8,0.3,0,0.1,0,0.2,0.1,0.2,0,0.1,0,0.2,0.3,0.1,0.3,0.2,0.3,0.1,0.1,0.2,0.4,0.1,0.4,0,0.3,0.2,0.6,0.1,0.1,0.5,0.1,0.2,0.1,0,0.1,0,0.3,0.1
BroomsBarn,2022-04-07,2022-04-09T14:00:00Z,0.126,0,0.6,0,0.4,0.1,0.1,0.1,0.1,0,0.1,0,0,0.1,0.4,0.6,0.2,0,0,0,0.2,0.1,0.1,0,0.3,0.1,0.1,0.3,0,0.1,0.2,0,0.1,0.1,0,0.2,0.1,0.2,0,0.3,0.1,0.6,0.1,0.1,0.2,0.1,0,0,0,0.1,0,0.2,0.1
BroomsBarn,2022-04-07,2022-04-09T15:00:00Z,0.086,0,0.3,0,0.1,0.3,0.2,0.1,0,0,0,0,0,0.1,0.2,0.2,0.1,0,0,0,0.3,0,0,0,0.2,0.1,0.2,0.3,0,0.1,0.1,0,0,0.1,0,0,0,0.1,0,0.3,0.1,0.3,0,0.1,0,0.2,0,0,0,0,0.1,0.2,0.2
BroomsBarn,2022-04-07,2022-04-09T16:00:00Z,0.05,0,0.4,0,0,0.4,0.1,0,0,0,0,0,0,0.1,0,0,0.1,0,0,0,0.3,0,0,0,0.1,0,0.1,0.2,0,0,0.1,0,0,0.1,0,0,0,0,0,0.1,0,0.1,0.1,0,0,0.2,0,0,0,0,0.1,0.1,0.2
BroomsBarn,2022-04-07,2022-04-09T17:00:00Z,0.028,0,0.2,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.2,0,0,0,0.2,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.1,0,0.1,0,0,0,0,0.2
BroomsBarn,2022-04-07,2022-04-09T18:00:00Z,0.018,0,0.2,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.1,0,0,0.1,0,0.1,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.1
BroomsBarn,2022-04-07,2022-04-09T19:00:00Z,0.01,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0.1,0,0,0,0.1,0,0.1,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0
BroomsBarn,2022-04-07,2022-04-09T20:00:00Z,0.004,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0
BroomsBarn,2022-04-07,2022-04-09T21:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BroomsBarn,2022-04-07,2022-04-09T22:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BroomsBarn,2022-04-07,2022-04-09T23:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BroomsBarn,2022-04-07,2022-04-10T00:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BroomsBarn,2022-04-07,2022-04-10T01:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BroomsBarn,2022-04-07,2022-04-10T02:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BroomsBarn,2022-04-07,2022-04-10T03:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BroomsBarn,2022-04-07,2022-04-10T04:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BroomsBarn,2022-04-07,2022-04-10T05:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BroomsBarn,2022-04-07,2022-04-10T06:00:00Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
