Site,PullDate,ValidDate,ValidHoure,Mean,Min,Max,model1,model2,model3,model4,model5,model6,model7,model8,model9,model10,model11,model12,model13,model14,model15,model16,model17,model18,model19,model20,model21,model22,model23,model24,model25,model26,model27,model28,model29,model30,model31,model32,model33,model34,model35,model36,model37,model38,model39,model40,model41,model42,model43,model44,model45,model46,model47,model48,model49,model50,average
Cranwell,2022-07-28,2022-07-30,12:00:00,16353096.181818,6915890.9090909,24162336.363636,16545572.727273,24162336.363636,19359309.090909,19304945.454545,19752609.090909,19241800,18128390.909091,17169081.818182,7927890.9090909,11399218.181818,16711172.727273,20482963.636364,19192872.727273,23110400,14858627.272727,13979400,17008918.181818,21876972.727273,17047181.818182,14011809.090909,17031290.909091,16056927.272727,13225627.272727,15723218.181818,6915890.9090909,13991736.363636,10246709.090909,21520054.545455,11255781.818182,18076327.272727,16235909.090909,14757636.363636,14796736.363636,13010263.636364,21967927.272727,16589481.818182,20352490.909091,14644727.272727,10301281.818182,14186818.181818,16406318.181818,18868990.909091,8355063.6363636,22005354.545455,20485054.545455,14996836.363636,16178618.181818,16729781.818182,14404272.727273,17066209.090909,16353096.2
Cranwell,2022-07-28,2022-07-30,18:00:00,15324118,10936918.181818,22349518.181818,12947536.363636,18839090.909091,13973336.363636,13192590.909091,15189409.090909,14335690.909091,13407118.181818,12803890.909091,13611609.090909,17664209.090909,13690018.181818,17449890.909091,18420281.818182,14388172.727273,19719363.636364,12926418.181818,15174145.454545,12016454.545455,12685336.363636,22349518.181818,14149390.909091,13393318.181818,12526427.272727,17504881.818182,16854400,20968681.818182,16501663.636364,10936918.181818,19536200,13942181.818182,14890827.272727,14604790.909091,17314190.909091,17607963.636364,15385327.272727,12353090.909091,12383827.272727,16713681.818182,11136390.909091,16703854.545455,15151772.727273,15241681.818182,16806309.090909,14162145.454545,16431827.272727,20403927.272727,15334518.181818,11517145.454545,16396909.090909,14567572.727273,15324118.0
Cranwell,2022-07-28,2022-07-31,00:00:00,876341.81818182,280809.09090909,1171327.2727273,280809.09090909,687072.72727273,906827.27272727,848490.90909091,1058209.0909091,811272.72727273,911009.09090909,790781.81818182,1043154.5454545,954918.18181818,905990.90909091,892400,588381.81818182,919790.90909091,668463.63636364,984190.90909091,921045.45454545,845354.54545455,1094800,1077863.6363636,662818.18181818,798100,632500,1171327.2727273,1083927.2727273,882363.63636364,1037927.2727273,295236.36363636,1058209.0909091,846190.90909091,1127836.3636364,1003009.0909091,1097309.0909091,972272.72727273,945300,881318.18181818,895327.27272727,978127.27272727,701918.18181818,875045.45454545,724918.18181818,1004890.9090909,865845.45454545,891145.45454545,914145.45454545,985863.63636364,987536.36363636,587127.27272727,809390.90909091,909336.36363636,876341.8
Cranwell,2022-07-28,2022-07-31,06:00:00,500032.54545455,100990.90909091,796845.45454545,591727.27272727,770290.90909091,509972.72727273,589427.27272727,313427.27272727,353990.90909091,433236.36363636,269100,591936.36363636,181490.90909091,637727.27272727,509136.36363636,718645.45454545,511436.36363636,611590.90909091,230000,480490.90909091,336427.27272727,527536.36363636,592563.63636364,705472.72727273,152009.09090909,794754.54545455,462300,605527.27272727,180236.36363636,444736.36363636,468990.90909091,724500,592563.63636364,796845.45454545,513318.18181818,100990.90909091,154309.09090909,718436.36363636,552000,471709.09090909,526490.90909091,223727.27272727,439718.18181818,478400,281645.45454545,553672.72727273,417763.63636364,659472.72727273,628945.45454545,607618.18181818,561618.18181818,743736.36363636,679963.63636364,500032.5
Cranwell,2022-07-28,2022-07-31,12:00:00,13876728,7258800,20078163.636364,14103181.818182,19254136.363636,14342381.818182,16982781.818182,10888827.272727,9958790.9090909,12606509.090909,13482809.090909,16021381.818182,8437445.4545455,7363136.3636364,15361072.727273,13955981.818182,18101836.363636,19038145.454545,12772945.454545,14777918.181818,13362790.909091,14861972.727273,12345145.454545,15970990.909091,7258800,18045800,12597936.363636,14502336.363636,14529936.363636,19515081.818182,11697800,8788927.2727273,14488536.363636,19010336.363636,11823463.636364,8874236.3636364,7744100,17501745.454545,14300563.636364,12083781.818182,13106654.545455,8497663.6363636,15333681.818182,18425718.181818,13516263.636364,13312818.181818,12386336.363636,15794727.272727,15352918.181818,10453918.181818,20078163.636364,15706490.909091,15117481.818182,13876728.0
Cranwell,2022-07-28,2022-07-31,18:00:00,15144023.818182,7136690.9090909,22646845.454545,14796736.363636,15823163.636364,16398372.727273,18036600,16545990.909091,10301072.727273,10056436.363636,20288300,15793054.545455,7136690.9090909,7849481.8181818,18032836.363636,10557627.272727,17061190.909091,11044809.090909,20740981.818182,15394945.454545,16248036.363636,16179872.727273,7939809.0909091,18140309.090909,16816136.363636,13180045.454545,11259963.636364,16113590.909091,17767081.818182,18323890.909091,11411763.636364,7190636.3636364,15777163.636364,14664590.909091,20959900,17911772.727273,15208227.272727,19995990.909091,18853518.181818,13589445.454545,11660790.909091,9859890.9090909,12988936.363636,16410500,12725272.727273,14225709.090909,19048390.909091,20805172.727273,11555618.181818,20622427.272727,22646845.454545,15430490.909091,15831109.090909,15144023.8
Cranwell,2022-07-28,2022-08-01,00:00:00,790217.27272727,164345.45454545,1148954.5454545,969972.72727273,513318.18181818,633754.54545455,667627.27272727,716136.36363636,447245.45454545,419436.36363636,1135572.7272727,1023500,209927.27272727,520845.45454545,748545.45454545,1012836.3636364,1147281.8181818,341863.63636364,787018.18181818,703172.72727273,1127000,968927.27272727,325763.63636364,859363.63636364,1050890.9090909,804581.81818182,963700,1012000,988372.72727273,1131181.8181818,415672.72727273,799563.63636364,600509.09090909,475054.54545455,866681.81818182,1068036.3636364,917490.90909091,950527.27272727,1040854.5454545,563500,782418.18181818,776981.81818182,164345.45454545,197800,1007609.0909091,626854.54545455,1148954.5454545,1007609.0909091,963281.81818182,559318.18181818,1125536.3636364,1101281.8181818,1121145.4545455,790217.3
Cranwell,2022-07-28,2022-08-01,06:00:00,437869.81818182,89281.818181818,834690.90909091,707145.45454545,678709.09090909,309872.72727273,273490.90909091,366745.45454545,430100,437627.27272727,256972.72727273,469200,181909.09090909,224145.45454545,335590.90909091,562872.72727273,122945.45454545,364654.54545455,236481.81818182,514154.54545455,467318.18181818,473590.90909091,643790.90909091,446409.09090909,418390.90909091,368627.27272727,89281.818181818,761090.90909091,602809.09090909,271818.18181818,225609.09090909,703381.81818182,574163.63636364,757536.36363636,313636.36363636,557436.36363636,245681.81818182,169154.54545455,462090.90909091,430518.18181818,455190.90909091,322836.36363636,514363.63636364,358590.90909091,410027.27272727,246727.27272727,834690.90909091,513736.36363636,477145.45454545,471918.18181818,598836.36363636,693554.54545455,540918.18181818,437869.8
Cranwell,2022-07-28,2022-08-01,12:00:00,13775837.454545,6710145.4545455,25678245.454545,12962172.727273,13950754.545455,9841909.0909091,13755881.818182,12295800,16540136.363636,10731800,16950581.818182,10388890.909091,7449490.9090909,8806281.8181818,10186490.909091,19587636.363636,6710145.4545455,12289527.272727,7090481.8181818,19606454.545455,16737100,11663927.272727,24659554.545455,11760736.363636,10835927.272727,12986636.363636,14323772.727273,13749818.181818,20399536.363636,10486327.272727,7789472.7272727,18073400,14974045.454545,14921981.818182,7081072.7272727,13184018.181818,9500045.4545455,14785654.545455,7687018.1818182,20882536.363636,16864645.454545,11122590.909091,17413090.909091,13878409.090909,10541318.181818,11895809.090909,24222345.454545,6942027.2727273,16789790.909091,16265390.909091,25678245.454545,19602690.909091,11948500,13775837.5
Cranwell,2022-07-28,2022-08-01,18:00:00,16056626.181818,8584436.3636364,26171700,14560881.818182,19591190.909091,8584436.3636364,16362200,21129263.636364,21832018.181818,10093027.272727,14541854.545455,16288600,9630727.2727273,17841100,16676672.727273,20619290.909091,13775745.454545,16855863.636364,11652009.090909,17372736.363636,14284463.636364,13606590.909091,18464818.181818,19599136.363636,16407990.909091,19964000,15168918.181818,15580200,18837000,13946572.727273,10092400,11818027.272727,13781600,13475909.090909,14253309.090909,14961918.181818,10333063.636364,22463890.909091,21310545.454545,15482763.636364,14344472.727273,16951000,16225663.636364,13363000,18750018.181818,12173272.727273,26171700,12560718.181818,18457081.818182,11676472.727273,25428381.818182,19438136.363636,16050654.545455,16056626.2
Cranwell,2022-07-28,2022-08-02,00:00:00,638822.90909091,241290.90909091,1162963.6363636,733490.90909091,682054.54545455,480490.90909091,634800,612218.18181818,549909.09090909,298163.63636364,341027.27272727,713209.09090909,549281.81818182,573327.27272727,562454.54545455,790781.81818182,609709.09090909,625600,495336.36363636,691463.63636364,510600,527745.45454545,271609.09090909,718645.45454545,886127.27272727,929200,948227.27272727,459372.72727273,800609.09090909,739763.63636364,373436.36363636,323463.63636364,906618.18181818,724918.18181818,824445.45454545,872954.54545455,474427.27272727,1162963.6363636,1142890.9090909,241290.90909091,723245.45454545,665954.54545455,280809.09090909,339563.63636364,677036.36363636,431981.81818182,849954.54545455,478190.90909091,703381.81818182,796009.09090909,1018900,388700,804790.90909091,638822.9
Cranwell,2022-07-28,2022-08-02,06:00:00,399514.18181818,101409.09090909,820472.72727273,683518.18181818,339354.54545455,187972.72727273,482372.72727273,354618.18181818,178981.81818182,561618.18181818,138627.27272727,267845.45454545,647554.54545455,740809.09090909,566845.45454545,418809.09090909,534227.27272727,344581.81818182,353363.63636364,820472.72727273,208045.45454545,101409.09090909,389118.18181818,414000,367581.81818182,495127.27272727,373227.27272727,425918.18181818,737463.63636364,366118.18181818,283945.45454545,408563.63636364,191945.45454545,267427.27272727,152845.45454545,407100,591100,156609.09090909,409818.18181818,712163.63636364,723663.63636364,518336.36363636,245472.72727273,403336.36363636,278509.09090909,695645.45454545,253836.36363636,410863.63636364,443481.81818182,192572.72727273,339981.81818182,195290.90909091,193618.18181818,399514.2
Cranwell,2022-07-28,2022-08-02,12:00:00,13813724.727273,4578045.4545455,25889427.272727,13424681.818182,11399845.454545,9517190.9090909,21906872.727273,14902536.363636,4578045.4545455,15984790.909091,8741463.6363636,14799245.454545,17975127.272727,14746345.454545,15015027.272727,11093945.454545,20173718.181818,16523409.090909,11086627.272727,25889427.272727,6477427.2727273,16579654.545455,12600445.454545,14431245.454545,17922436.363636,15860172.727273,19075363.636364,11794190.909091,16964590.909091,12664845.454545,13130490.909091,14372909.090909,12901954.545455,9253527.2727273,11520700,13104772.727273,19367672.727273,6289245.4545455,18403136.363636,17428563.636364,14572590.909091,11398590.909091,9281336.3636364,15113300,14033554.545455,16804218.181818,11759900,12847381.818182,11156254.545455,12666518.181818,7995636.3636364,11488290.909091,13667018.181818,13813724.7
Cranwell,2022-07-28,2022-08-02,18:00:00,16718499.272727,7537100,26864000,19860081.818182,15002063.636364,19496681.818182,17106145.454545,7537100,11843118.181818,11562936.363636,19441481.818182,18552636.363636,20862672.727273,15039072.727273,14607718.181818,14313945.454545,17502790.909091,19703263.636364,14418909.090909,26864000,19530554.545455,17815590.909091,14780427.272727,19707236.363636,14899818.181818,18927118.181818,14752827.272727,13100800,16491209.090909,17493800,10475454.545455,23638563.636364,14380436.363636,15753536.363636,15533572.727273,15061654.545455,21448127.272727,21425336.363636,18073818.181818,10656109.090909,11240100,20419190.909091,16250336.363636,11120290.909091,21335009.090909,14948536.363636,18910181.818182,22319200,16749645.454545,12254190.909091,12895890.909091,25451172.727273,14370609.090909,16718499.3
Cranwell,2022-07-28,2022-08-03,00:00:00,811782.90909091,307154.54545455,1131181.8181818,1036045.4545455,803745.45454545,1066781.8181818,927527.27272727,691254.54545455,351272.72727273,400409.09090909,644627.27272727,827372.72727273,912472.72727273,833436.36363636,752936.36363636,1019527.2727273,838663.63636364,899300,515827.27272727,1131181.8181818,792036.36363636,1022663.6363636,389536.36363636,991090.90909091,880272.72727273,772381.81818182,949481.81818182,427172.72727273,1038136.3636364,307154.54545455,868772.72727273,866054.54545455,699200,686654.54545455,937563.63636364,798309.09090909,945718.18181818,1060090.9090909,984818.18181818,911009.09090909,873581.81818182,981681.81818182,910800,658845.45454545,778236.36363636,833227.27272727,961818.18181818,824863.63636364,853090.90909091,472963.63636364,656545.45454545,1118636.3636364,684354.54545455,811782.9
Cranwell,2022-07-28,2022-08-03,06:00:00,495177.45454545,118554.54545455,784090.90909091,515409.09090909,710909.09090909,486972.72727273,307363.63636364,624763.63636364,118554.54545455,358800,502863.63636364,720736.36363636,564754.54545455,505163.63636364,538409.09090909,706936.36363636,693136.36363636,439090.90909091,213900,269727.27272727,251327.27272727,387027.27272727,714045.45454545,358381.81818182,754400,637309.09090909,394972.72727273,322836.36363636,576254.54545455,412118.18181818,286663.63636364,784090.90909091,453518.18181818,508718.18181818,627063.63636364,747709.09090909,500981.81818182,631454.54545455,746454.54545455,505372.72727273,516872.72727273,676827.27272727,541754.54545455,225818.18181818,725545.45454545,310500,372181.81818182,234181.81818182,311127.27272727,486554.54545455,265545.45454545,756909.09090909,456863.63636364,495177.5
Cranwell,2022-07-28,2022-08-03,12:00:00,17017122.909091,5769863.6363636,25707309.090909,19530972.727273,15440527.272727,16912109.090909,13861054.545455,18661990.909091,9389227.2727273,10383663.636364,23362772.727273,17635563.636364,15884218.181818,17999381.818182,10104527.272727,23261363.636364,23236690.909091,18278518.181818,20916409.090909,17864727.272727,21382054.545455,17976590.909091,21107727.272727,14470136.363636,14655390.909091,15518936.363636,17049272.727273,15841145.454545,17112000,22169072.727273,14721254.545455,25707309.090909,14526800,19459254.545455,18039109.090909,19960236.363636,13016745.454545,15493636.363636,19516545.454545,14671072.727273,16029327.272727,19264590.909091,18818390.909091,5769863.6363636,20311509.090909,7417081.8181818,16355090.909091,22416218.181818,15658818.181818,14635736.363636,14113636.363636,25113909.090909,9833963.6363636,17017122.9
Cranwell,2022-07-28,2022-08-03,18:00:00,17415056.363636,8888454.5454545,26887000,21260363.636364,14366636.363636,12680945.454545,12562181.818182,12514090.909091,18281445.454545,10697927.272727,19909636.363636,13491381.818182,22155690.909091,19068672.727273,8888454.5454545,24156272.727273,24580727.272727,18584000,21643836.363636,14927000,20672818.181818,14493972.727273,17101545.454545,15029454.545455,15933354.545455,18627909.090909,17592909.090909,23029272.727273,16712636.363636,17599181.818182,21484718.181818,26887000,11555827.272727,13857709.090909,19485809.090909,15364000,15763781.818182,14690727.272727,18632090.909091,18670981.818182,18866481.818182,16059854.545455,19042745.454545,16766790.909091,16363454.545455,15296881.818182,19658727.272727,19131818.181818,12637454.545455,17875181.818182,21557272.727273,19083727.272727,15457463.636364,17415056.4
Cranwell,2022-07-28,2022-08-04,00:00:00,781912.18181818,190272.72727273,1083090.9090909,972272.72727273,815454.54545455,342909.09090909,765272.72727273,669090.90909091,784090.90909091,636890.90909091,911636.36363636,627272.72727273,1008445.4545455,984818.18181818,646090.90909091,1083090.9090909,750636.36363636,899090.90909091,943000,913727.27272727,853090.90909091,855181.81818182,878181.81818182,890727.27272727,717181.81818182,886545.45454545,779909.09090909,1005727.2727273,468363.63636364,190272.72727273,867727.27272727,1058000,445363.63636364,464181.81818182,978545.45454545,800818.18181818,888636.36363636,884454.54545455,830090.90909091,963909.09090909,894909.09090909,702545.45454545,614727.27272727,869818.18181818,723454.54545455,761090.90909091,483000,1007818.1818182,815454.54545455,673272.72727273,1018272.7272727,662818.18181818,407727.27272727,781912.2
Cranwell,2022-07-28,2022-08-04,06:00:00,553647.63636364,108727.27272727,771545.45454545,690000,516454.54545455,108727.27272727,303181.81818182,370090.90909091,437000,703381.81818182,710909.09090909,664909.09090909,723454.54545455,754818.18181818,710909.09090909,742272.72727273,535272.72727273,727636.36363636,319909.09090909,738090.90909091,345000,516454.54545455,238363.63636364,681636.36363636,746454.54545455,547818.18181818,518545.45454545,451636.36363636,361727.27272727,621000,723454.54545455,363818.18181818,330363.63636364,685818.18181818,510181.81818182,641909.09090909,510181.81818182,717181.81818182,150545.45454545,702545.45454545,598000,265545.45454545,771545.45454545,750636.36363636,347090.90909091,478818.18181818,612636.36363636,748545.45454545,721363.63636364,309454.54545455,717181.81818182,761090.90909091,478818.18181818,553647.6
Cranwell,2022-07-28,2022-08-04,12:00:00,17283496.363636,5053727.2727273,25285363.636364,14280909.090909,21599090.909091,5053727.2727273,14285090.909091,13423636.363636,18617454.545455,22931000,21459000,20873545.454545,21484090.909091,20921636.363636,15715272.727273,22284909.090909,15688090.909091,20047636.363636,7104909.0909091,22510727.272727,13114181.818182,22025636.363636,11592000,19736090.909091,17559454.545455,18243181.818182,23094090.909091,8229818.1818182,16825545.454545,18337272.727273,23311545.454545,13689181.818182,9062000,14274636.363636,15259454.545455,22533727.272727,20562000,24802363.636364,6107545.4545455,14577818.181818,19301181.818182,16442909.090909,23984818.181818,25285363.636364,8888454.5454545,16815090.909091,18561000,23687909.090909,17737181.818182,12727363.636364,17557363.636364,16656181.818182,15311727.272727,17283496.4
Cranwell,2022-07-28,2022-08-04,18:00:00,16235072.727273,4790272.7272727,25624090.909091,8771363.6363636,14096909.090909,10910363.636364,17795727.272727,13785363.636364,17802000,16179454.545455,11286727.272727,17542727.272727,16685454.545455,19497727.272727,21567727.272727,12980363.636364,17868909.090909,16712636.363636,10462909.090909,17534363.636364,14492090.909091,20808727.272727,13682909.090909,18289181.818182,12215090.909091,16250545.454545,17245818.181818,12562181.818182,14352000,15188363.636364,17927454.545455,12169090.909091,16323727.272727,17549000,13032636.363636,24449000,22435454.545455,25624090.909091,4790272.7272727,9400727.2727273,17595000,23581272.727273,23330363.636364,25001000,14021636.363636,11993454.545455,14199363.636364,21429727.272727,21166272.727273,13728909.090909,16003818.181818,15288727.272727,14145000,16235072.7
Cranwell,2022-07-28,2022-08-05,00:00:00,712414.54545455,221636.36363636,1049636.3636364,368000,884454.54545455,897000,667000,740181.81818182,813363.63636364,593818.18181818,604272.72727273,591727.27272727,913727.27272727,989000,750636.36363636,671181.81818182,698363.63636364,840545.45454545,221636.36363636,332454.54545455,516454.54545455,1047545.4545455,658636.36363636,878181.81818182,541545.45454545,552000,968090.90909091,765272.72727273,541545.45454545,577090.90909091,775727.27272727,911636.36363636,784090.90909091,361727.27272727,516454.54545455,997363.63636364,869818.18181818,1049636.3636364,411909.09090909,518545.45454545,949272.72727273,932545.45454545,535272.72727273,1037090.9090909,811272.72727273,524818.18181818,290636.36363636,953454.54545455,993181.81818182,685818.18181818,595909.09090909,807090.90909091,683727.27272727,712414.5
Cranwell,2022-07-28,2022-08-05,06:00:00,585663.63636364,108727.27272727,738090.90909091,501818.18181818,644000,671181.81818182,706727.27272727,230000,543636.36363636,587545.45454545,713000,633545.45454545,692090.90909091,694181.81818182,108727.27272727,253000,376363.63636364,593818.18181818,539454.54545455,612636.36363636,614727.27272727,738090.90909091,664909.09090909,397272.72727273,451636.36363636,681636.36363636,692090.90909091,602181.81818182,140090.90909091,675363.63636364,694181.81818182,520636.36363636,382636.36363636,721363.63636364,723454.54545455,729727.27272727,719272.72727273,464181.81818182,633545.45454545,677454.54545455,681636.36363636,736000,706727.27272727,700454.54545455,696272.72727273,715090.90909091,480909.09090909,296909.09090909,715090.90909091,598000,664909.09090909,585454.54545455,679545.45454545,585663.6
Cranwell,2022-07-28,2022-08-05,12:00:00,19633636.363636,4836272.7272727,25743272.727273,15065000,21078454.545455,22926818.181818,23721363.636364,10780727.272727,20315272.727273,22364363.636364,24635090.909091,23890727.272727,20927909.090909,23610545.454545,9802181.8181818,4836272.7272727,17128727.272727,14506727.272727,22080000,19079545.454545,18182545.454545,25743272.727273,20785727.272727,11257454.545455,16511909.090909,18717818.181818,22335090.909091,21592818.181818,11851272.727273,22960272.727273,23311545.454545,18381181.818182,9333818.1818182,20545272.727273,24279636.363636,25448454.545455,19391090.909091,15261545.454545,20177272.727273,21785181.818182,23073181.818182,24187636.363636,24745909.090909,23834272.727273,24848363.636364,23556181.818182,17367090.909091,18140727.272727,22404090.909091,12560090.909091,24260818.181818,16093727.272727,22006818.181818,19633636.4
Cranwell,2022-07-28,2022-08-05,18:00:00,17757672.727273,9626545.4545455,26644454.545455,14960454.545455,19909636.363636,15044090.909091,22544181.818182,9626545.4545455,16833909.090909,21992181.818182,19096272.727273,17396363.636364,23936727.272727,13616000,16219181.818182,13122545.454545,12491090.909091,20942545.454545,17730909.090909,16319545.454545,16497272.727273,26644454.545455,17576181.818182,12794272.727273,17377545.454545,15886727.272727,21484090.909091,13057727.272727,13327454.545455,15328454.545455,18621636.363636,14069727.272727,17908636.363636,15631636.363636,12988727.272727,26065272.727273,14987636.363636,11491636.363636,24944545.454545,13289818.181818,25057454.545455,23602181.818182,17260454.545455,23416090.909091,25105545.454545,22788818.181818,17716272.727273,23522727.272727,14584090.909091,16683363.636364,13925454.545455,16704272.727273,15761272.727273,17757672.7
Cranwell,2022-07-28,2022-08-06,00:00:00,773176.36363636,405636.36363636,1051727.2727273,769454.54545455,775727.27272727,809181.81818182,706727.27272727,710909.09090909,798727.27272727,869818.18181818,890727.27272727,782000,1030818.1818182,754818.18181818,744363.63636364,917909.09090909,805000,405636.36363636,1020363.6363636,940909.09090909,673272.72727273,1051727.2727273,487181.81818182,654454.54545455,848909.09090909,639818.18181818,1014090.9090909,671181.81818182,501818.18181818,848909.09090909,846818.18181818,733909.09090909,673272.72727273,432818.18181818,669090.90909091,1051727.2727273,761090.90909091,478818.18181818,991090.90909091,595909.09090909,882363.63636364,934636.36363636,805000,608454.54545455,961818.18181818,1001545.4545455,418181.81818182,974363.63636364,702545.45454545,786181.81818182,752727.27272727,802909.09090909,669090.90909091,773176.4
Cranwell,2022-07-28,2022-08-06,06:00:00,546480,104545.45454545,702545.45454545,702545.45454545,692090.90909091,618909.09090909,104545.45454545,543636.36363636,631454.54545455,328272.72727273,589636.36363636,646090.90909091,545727.27272727,694181.81818182,480909.09090909,510181.81818182,324090.90909091,635636.36363636,677454.54545455,608454.54545455,681636.36363636,679545.45454545,489272.72727273,510181.81818182,694181.81818182,156818.18181818,690000,685818.18181818,671181.81818182,614727.27272727,648181.81818182,654454.54545455,598000,589636.36363636,685818.18181818,696272.72727273,441181.81818182,673272.72727273,671181.81818182,518545.45454545,457909.09090909,514363.63636364,123363.63636364,393090.90909091,623090.90909091,405636.36363636,319909.09090909,568727.27272727,522727.27272727,253000,409818.18181818,685818.18181818,662818.18181818,546480.0
Cranwell,2022-07-28,2022-08-06,12:00:00,19430734.545455,5377818.1818182,25132727.272727,24934090.909091,24825363.636364,17735090.909091,5377818.1818182,15407909.090909,18979181.818182,17710000,13289818.181818,17814545.454545,19805090.909091,24528454.545455,20670727.272727,15884636.363636,8033272.7272727,21597000,24315181.818182,15844909.090909,23462090.909091,22843181.818182,23809181.818182,21990090.909091,23198636.363636,10902000,21260363.636364,21413000,20087363.636364,16018454.545455,19349272.727273,23244636.363636,22379000,15972454.545455,20649818.181818,25132727.272727,21063818.181818,20802454.545455,24135363.636364,16083272.727273,23106636.363636,22052818.181818,9808454.5454545,18899727.272727,21877181.818182,21866727.272727,10617636.363636,21990090.909091,21992181.818182,20114545.454545,21053363.636364,19524909.090909,18082181.818182,19430734.5
Cranwell,2022-07-28,2022-08-06,18:00:00,18288763.636364,10753545.454545,26330818.181818,26330818.181818,22684272.727273,12566363.636364,19006363.636364,19604363.636364,14611272.727273,14993909.090909,13438272.727273,16194090.909091,21567727.272727,23554090.909091,13314909.090909,15192545.454545,10753545.454545,20666545.454545,25009363.636364,19552090.909091,20731363.636364,23823818.181818,26109181.818182,16925909.090909,21860454.545455,21523818.181818,22970727.272727,13896181.818182,19794636.363636,18880909.090909,16593454.545455,19146454.545455,14316454.545455,18918545.454545,12535000,26211636.363636,12769181.818182,13179000,22061181.818182,11192636.363636,19165272.727273,23317818.181818,17022090.909091,13245909.090909,20620545.454545,15602363.636364,12635363.636364,25015636.363636,19589727.272727,18318454.545455,18287090.909091,14117818.181818,15019000,18288763.6
Cranwell,2022-07-28,2022-08-07,00:00:00,746287.27272727,399363.63636364,1018272.7272727,1016181.8181818,821727.27272727,529000,725545.45454545,834272.72727273,708818.18181818,522727.27272727,414000,815454.54545455,949272.72727273,911636.36363636,432818.18181818,763181.81818182,491363.63636364,742272.72727273,970181.81818182,547818.18181818,470454.54545455,1014090.9090909,934636.36363636,717181.81818182,815454.54545455,779909.09090909,568727.27272727,637727.27272727,658636.36363636,1003636.3636364,897000,813363.63636364,775727.27272727,993181.81818182,453727.27272727,1018272.7272727,533181.81818182,844727.27272727,959727.27272727,399363.63636364,595909.09090909,813363.63636364,798727.27272727,702545.45454545,890727.27272727,754818.18181818,629363.63636364,955545.45454545,886545.45454545,575000,840545.45454545,798727.27272727,587545.45454545,746287.3
Cranwell,2022-07-28,2022-08-07,06:00:00,572658.18181818,158909.09090909,690000,673272.72727273,158909.09090909,497636.36363636,625181.81818182,593818.18181818,629363.63636364,662818.18181818,236272.72727273,637727.27272727,564545.45454545,627272.72727273,635636.36363636,673272.72727273,602181.81818182,644000,644000,627272.72727273,690000,656545.45454545,568727.27272727,618909.09090909,667000,543636.36363636,545727.27272727,424454.54545455,549909.09090909,545727.27272727,648181.81818182,200727.27272727,426545.45454545,652363.63636364,395181.81818182,656545.45454545,652363.63636364,610545.45454545,587545.45454545,618909.09090909,512272.72727273,637727.27272727,514363.63636364,641909.09090909,635636.36363636,595909.09090909,382636.36363636,604272.72727273,625181.81818182,648181.81818182,589636.36363636,639818.18181818,612636.36363636,572658.2
Cranwell,2022-07-28,2022-08-07,12:00:00,19175058.181818,7510545.4545455,25080454.545455,25080454.545455,7510545.4545455,14469090.909091,19625272.727273,17258363.636364,23790363.636364,18297545.454545,16541181.818182,18751272.727273,24041272.727273,21891818.181818,24244090.909091,16189909.090909,20505545.454545,24384181.818182,18650909.090909,20432363.636364,20350818.181818,20283909.090909,13018000,21954545.454545,24545181.818182,18115636.363636,18379090.909091,11807363.636364,22165727.272727,18176272.727273,21452727.272727,13329545.454545,18155363.636364,24400909.090909,14855909.090909,24902727.272727,15142363.636364,23064818.181818,23828000,21699454.545455,10860181.818182,24396727.272727,21507090.909091,20957181.818182,24317272.727273,20605909.090909,12704363.636364,21030363.636364,15370272.727273,15763363.636364,12089636.363636,24601636.363636,13256363.636364,19175058.2
Cranwell,2022-07-28,2022-08-07,18:00:00,17530349.090909,8583181.8181818,26245090.909091,25469363.636364,9890000,11535545.454545,14623818.181818,15531272.727273,24453181.818182,11899363.636364,19399454.545455,20233727.272727,22222181.818182,13559545.454545,21967090.909091,11953727.272727,14122000,20191909.090909,15878363.636364,21795636.363636,14237000,15991272.727273,13636909.090909,15428818.181818,24074727.272727,19328363.636364,17691181.818182,14964636.363636,17086909.090909,22379000,24628818.181818,18469000,14159636.363636,19368090.909091,11991363.636364,26245090.909091,11138272.727273,20436545.454545,25477727.272727,15859545.454545,13057727.272727,20457454.545455,15351454.545455,18768000,25946090.909091,19021000,11209363.636364,19420363.636364,11857545.454545,14653090.909091,8583181.8181818,25843636.363636,15029454.545455,17530349.1
