Site,PullDate,ValidDate,ValidHoure,Mean,Min,Max,model1,model2,model3,model4,model5,model6,model7,model8,model9,model10,model11,model12,model13,model14,model15,model16,model17,model18,model19,model20,model21,model22,model23,model24,model25,model26,model27,model28,model29,model30,model31,model32,model33,model34,model35,model36,model37,model38,model39,model40,model41,model42,model43,model44,model45,model46,model47,model48,model49,model50,average
Cranwell,2022-03-29,2022-04-03,18:00:00,0.772,0,5.7,0,0.1,0.1,1.1,1.4,0.7,1.5,0.4,0.4,0.4,0.2,5.7,3.3,0,0.5,0.1,0.8,0.5,1.1,1.1,1.3,4.4,0.1,1.3,0.5,2.1,0,0.1,0.2,0.1,0.3,0,0,0.2,0.1,0,1.4,0.5,0.2,0.1,2.4,0.4,0,0.4,0.4,1.4,0.3,0.6,0.2,0.2,0.8
Cranwell,2022-03-29,2022-04-03,21:00:00,0.718,0,6.2,0,0,0,0.3,0.9,0,2,0.4,0.1,0.3,0,2.8,3.6,0,0.6,0,0.5,0.2,1.1,0.8,0.5,6.2,0,1.4,0.099999999999998,2.9,0,0,0.1,0,0.2,0,0,0.1,0.1,0,2.6,0.9,0,0.4,5,0.5,0,0.1,0.1,0.5,0.2,0.3,0.1,0,0.7
Cranwell,2022-03-29,2022-04-04,00:00:00,0.434,0,3.6,0,2.1,0,0,0.8,0.1,1.3,0.2,0,0.1,0.1,0.3,1.5,0,0.3,0,0,0,0.3,0.1,0.3,2.4,0,0.2,0,1,0.2,0,0,0,0.7,0.2,0,0.2,0.1,0,1.3,2.7,0.1,0.7,3.6,0.3,0,0,0.1,0.3,0.1,0,0,0,0.4
Cranwell,2022-03-29,2022-04-04,06:00:00,0.43,0,3.2,0.5,2.4,0,0,1.9,1,0.2,0,0,0,0.1,0,0.2,0,0.1,0.1,0.1,0.4,0.1,0,0,0.5,0.3,0.1,0,0.2,1.6,0.5,0.2,0,1.2,3.2,0,0.3,0.1,0,0.9,3.1,1.1,0.3,0.3,0,0.3,0.1,0,0.1,0,0,0,0,0.4
Cranwell,2022-03-29,2022-04-04,12:00:00,0.796,0,4.1,1.4,0.3,0,0.1,2.9,3.1,0.3,0.2,0.4,0.1,0.3,0.2,0.6,0.3,0.1,0.7,1.9,0.6,0.2,0,0.5,0.2,4,0.6,0.1,1.3,4.1,0.7,2.6,0.3,0.5,3.7,0.1,0.2,0,0.3,1.5,1.3,1.4,0.1,0.3,0,0.4,0.1,0.1,0.1,1.1,0.2,0.1,0.2,0.8
Cranwell,2022-03-29,2022-04-04,18:00:00,1.182,0,5.5,1.1,0,0,0.2,1.4,4.9,0.3,0.2,0.7,0.1,2.7,0.3,0.8,0.3,2,0.7,5.5,0.6,0.3,0.1,1.8,0.4,4,0.9,0.4,2.1,2.8,3,3.6,0.3,0.1,2.1,0.1,0.1,0.1,0.5,0.9,0,1.5,0.1,0.2,0,2,0.4,3.2,0.3,2.1,2.8,0.8,0.3,1.2
Cranwell,2022-03-29,2022-04-05,00:00:00,1.184,0,6,0.3,0.1,0,0.4,2.6,2.7,0.1,0,1,0.1,2.5,0.5,1.1,0.3,3.3,0.1,6,1.5,0.3,0.1,4.7,0.4,0.3,2.3,0.4,0.8,0.1,2.8,1.2,0,0.1,1.4,0.8,0.1,0.1,2.3,0.3,0,2.9,0,0.1,0.5,1.9,3.5,3.1,0.2,1,2.6,2.2,0.1,1.2
Cranwell,2022-03-29,2022-04-05,06:00:00,1.058,0,7.4,0.2,1.3,4.3,0.3,2.5,0,7.4,0,1,0.2,0.1,2.2,0.8,0.5,1.4,0.1,2.4,1.5,0.3,0,6.4,0.2,0,2,1.4,0,0,0,0,0.099999999999998,0,0.2,1.1,0.3,0,2.2,0,0.1,2.7,0,0,2.9,0,4,0,0,0.4,0,2.4,0,1.1
Cranwell,2022-03-29,2022-04-05,12:00:00,1.14,0,8.7,0.1,1.8,5.3,0,1,0.1,8.7,0.1,0.8,0.2,0.9,2.9,0,0.2,0.4,4,0.1,1.2,0.099999999999998,0,4.5,1.7,0.2,0,3.3,0,0.2,0,0.1,0.2,0.1,0.3,0.4,2.2,0,0.2,2.8,0.7,0.9,0,0.1,5.9,0.3,1.4,0.5,0.4,1.1,0.2,1.3,0.1,1.1
Cranwell,2022-03-29,2022-04-05,18:00:00,0.948,0,6.3,0.1,0.7,1.6,0,2.6,0.1,1.4,0.2,0.5,0.1,1,3.4,0,2,0.5,6.3,0.6,1.2,0,0,1.6,3.1,0.2,0,2.1,1.1,0.6,0.2,0.1,0.2,0.1,0.099999999999998,0.1,2.1,0.1,0.1,3.9,0.9,0,0,0.1,4.2,0.4,1.1,0.5,0.4,0.8,0.4,0.5,0.1,0.9
Cranwell,2022-03-29,2022-04-06,00:00:00,0.636,0,4.6,0.3,0.099999999999998,0.7,0.1,1.6,0,0.099999999999998,0.1,0,0,0.1,3.2,0,3.7,0.2,2.7,1.8,0.4,0,0,0.1,2.2,0,0,0.1,3.8,0.7,0.6,0.1,0.1,0,0,0,0.2,0.1,0,4.6,0.7,0,0,0.3,1.2,0.1,0.7,0.1,0.5,0.1,0.2,0.2,0,0.6
Cranwell,2022-03-29,2022-04-06,06:00:00,0.484,0,5.2,0.6,0.6,0.7,0.1,0,0,0,0,0,0,0,1.1,0,2.1,0,0.6,2.1,0,0,0,0.099999999999998,0.6,0.1,0,0,3.2,0.3,0.7,0.1,0,0,0,0,0,0,0.6,5.2,1.4,0,0,1.3,0.6,0,0.3,0.7,0.7,0,0,0.4,0,0.5
Cranwell,2022-03-29,2022-04-06,12:00:00,0.492,0,2.5,0.5,0.8,1.5,0.1,0.4,0.099999999999998,0,0.2,0,0,0.1,0.2,0.5,2.3,0.1,0.7,1.7,0,0,0.1,0.4,0.3,0.1,0.2,0.099999999999998,0.5,0.1,0.3,0.099999999999998,0,0.2,0,0,0,0,0.7,2.5,1.4,1.8,0,1.2,0.2,0.2,2.3,1.1,0.6,0.3,0,0.5,0.2,0.5
Cranwell,2022-03-29,2022-04-06,18:00:00,0.67,0,4.1,1.1,0.2,0.9,0.1,0.5,0.3,0,0.2,0,0.2,0.2,1.8,2.3,4.1,0.2,0.8,1.1,0.1,0.1,0.2,1.3,0.4,0,1.9,1.7,0.2,0.1,0.2,0.3,0,0.2,0.2,0,0.1,0,0.1,1.3,0.8,4,0.2,0.3,0.5,0.2,3,0.8,0.4,0.4,0,0.2,0.3,0.7
Cranwell,2022-03-29,2022-04-07,00:00:00,0.768,0,7.7,2.2,0,0,0,0.099999999999998,0.3,0,0,0,0.2,0.1,2.4,7.7,2.4,0.1,0.4,0.9,0.1,0.2,0.1,1,0.099999999999998,0,7.6,1.8,0.2,0,0.2,0.8,0,0,0.2,0,0.1,0,0,0.5,0.4,2.3,0.2,0.4,0.5,0,0.9,0.3,1.4,0.1,0.2,0,2,0.8
Cranwell,2022-03-29,2022-04-07,06:00:00,0.868,0,7.5,7.5,0,0.099999999999998,0,0,0.1,0,0.1,0,0.1,0,0.7,7.5,0.3,0,0,0.7,0.6,0.099999999999998,0.2,0,0,0,6.1,0.2,0,1,0,3.2,0,0,0.099999999999998,0,0,0.6,0,1.7,0,0.1,0,0.3,0.1,0.6,0,0,6.8,0.1,0.2,0.4,3.9,0.9
Cranwell,2022-03-29,2022-04-07,12:00:00,0.932,0,6.9,6.9,0.2,0.5,2.3,0,0.2,0,0.5,0,0.8,0.3,0.3,1.8,0.2,0.5,0,0.3,1.3,0.1,0.4,0.1,0.2,0.2,0.7,0.1,0,2.7,0.2,2.8,0,0.2,1.4,0,0,1.3,0,3.2,0.099999999999998,0.5,2.6,0,0.4,0.6,0.2,0.2,6,0.5,0.2,3.4,2.2,0.9
Cranwell,2022-03-29,2022-04-07,18:00:00,1.202,0,6.1,1,0.4,0.5,3.6,0,3.5,0.1,0.4,0.1,2.6,2,0.7,0.3,1.3,1.7,0,0.8,1.3,0.3,0.6,0.1,4.2,0.4,1.3,1.3,0,3.8,0.2,1,0,0.2,2.1,0,0,2.5,0.2,5.1,0.8,1,2.7,0,0.6,0,1.5,0.2,1.2,1.1,0.7,6.1,0.6,1.2
Cranwell,2022-03-29,2022-04-08,00:00:00,1.08,0,7.7,0.4,0.2,0.099999999999998,1.4,0,3.5,0.1,1.8,0.9,7.7,2,0.5,0.2,1.3,1.4,0,0.6,0.6,0.3,1.3,0.8,4.1,0.4,1.2,1.3,0.3,2.1,0,0.90000000000001,0.3,0,1.9,0.099999999999998,0,1.8,0.5,3.6,0.8,0.6,1.2,0,0.4,0,1.7,0,0.6,0.8,0.5,3.1,0.7,1.1
