Site,PullDate,ValidDate,ValidHoure,Mean,Min,Max,model1,model2,model3,model4,model5,model6,model7,model8,model9,model10,model11,model12,model13,model14,model15,model16,model17,model18,model19,model20,model21,model22,model23,model24,model25,model26,model27,model28,model29,model30,model31,model32,model33,model34,model35,model36,model37,model38,model39,model40,model41,model42,model43,model44,model45,model46,model47,model48,model49,model50,average
BroomsBarn,2022-04-25,2022-04-29,06:00:00,0.066,0,2.3,0,0,0,0.1,0,0,0,0,0.1,0,0,0.1,0,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0.2,0,0,0,0,0,0.1,0,0,0,0,0,0.2,0,0,0,0.1
BroomsBarn,2022-04-25,2022-04-29,09:00:00,0.102,0,2.6,0,0,0,0.1,0.1,0,0,0,0.4,0,0,0.1,0,2.6,0,0,0,0,0.1,0,0,0.1,0,0.2,0,0.1,0,0,0,0,0.1,0,0,0,0.2,0.1,0,0.1,0,0,0.1,0,0,0,0,0,0.5,0.2,0,0,0.1
BroomsBarn,2022-04-25,2022-04-29,12:00:00,0.114,0,0.7,0,0,0,0.1,0.4,0,0,0,0.3,0,0,0,0,0.6,0,0,0,0,0.1,0,0,0.2,0,0.2,0,0.4,0,0,0,0,0.1,0,0.4,0,0,0.6,0.3,0.3,0,0,0.3,0,0.1,0,0,0,0.5,0.7,0,0.1,0.1
BroomsBarn,2022-04-25,2022-04-29,15:00:00,0.108,0,0.8,0,0,0,0.5,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.4,0,0.1,0,0,0,0,0.6,0,0,0.8,0.4,0.2,0.1,0,0.6,0.1,0.1,0,0.1,0,0.2,0.5,0,0.1,0.1
BroomsBarn,2022-04-25,2022-04-29,18:00:00,0.044,0,0.4,0,0,0,0.4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.1,0,0.1,0,0,0,0,0.2,0,0,0.3,0.1,0,0.1,0,0.3,0.1,0,0,0.1,0,0,0.1,0,0,0.0
BroomsBarn,2022-04-25,2022-04-29,21:00:00,0.008,0,0.1,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.0
BroomsBarn,2022-04-25,2022-04-30,00:00:00,0.004,0,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
BroomsBarn,2022-04-25,2022-04-30,03:00:00,0.01,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0.1,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
BroomsBarn,2022-04-25,2022-04-30,06:00:00,0.034,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.1,0,0,0,0,1.3,0,0,0,0,0.1,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
BroomsBarn,2022-04-25,2022-04-30,09:00:00,0.08,0,1.1,0.1,0,0,0,0,0,0,0.1,0,0,0.1,0.2,0,0,0,0.1,0,0.2,0.1,0.1,0,0.1,0,0,0,0,1.1,0.1,0.1,0,0.2,0,0,0,0.1,0,0.4,0.1,0.1,0,0,0,0,0.2,0.1,0,0,0,0.1,0.3,0.1
BroomsBarn,2022-04-25,2022-04-30,12:00:00,0.138,0,0.9,0.2,0,0.1,0.1,0.1,0,0,0.1,0,0,0.3,0.4,0,0,0.1,0.4,0,0.1,0.2,0.1,0,0,0,0.3,0,0,0.1,0.3,0.2,0.1,0.5,0.1,0,0.1,0.1,0,0.9,0.2,0.2,0,0,0,0,0.5,0.2,0,0.1,0,0.5,0.3,0.1
BroomsBarn,2022-04-25,2022-04-30,15:00:00,0.148,0,0.7,0.2,0.4,0.2,0.1,0.2,0,0,0,0,0,0.3,0.2,0,0,0.1,0.4,0,0.1,0.1,0.1,0.1,0.1,0.1,0.3,0,0,0.2,0.2,0.1,0.1,0.4,0.2,0.2,0.1,0,0,0.7,0.1,0.1,0,0,0,0,0.4,0.2,0,0.5,0,0.7,0.2,0.1
BroomsBarn,2022-04-25,2022-04-30,18:00:00,0.106,0,1.4,0.1,0.5,0.1,0.2,0.1,0,0,0,0.1,0.1,0.1,0,0,0,0,0.1,0,0.1,0,0.1,0.1,0.1,0.1,0,0,0,0.3,0,0.1,0.1,0.1,0.1,0.2,0,0,0,0.2,0,0,0,0,0,0,0.2,0.2,0,1.4,0,0.3,0.2,0.1
BroomsBarn,2022-04-25,2022-04-30,21:00:00,0.066,0,1.1,0,0.2,0.6,0.3,0,0,0,0,0.1,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0,0.1,0.1,0,1.1,0,0,0.1,0.1
BroomsBarn,2022-04-25,2022-05-01,00:00:00,0.084,0,1.9,0,0.1,1.9,0.1,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0.1,0,0.4,0,0,0,0,0.1,0,0,0.2,0.1
BroomsBarn,2022-04-25,2022-05-01,06:00:00,0.324,0,3.3,0,0,2.4,0.9,1.3,1.6,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.6,0,0.1,0,3.2,0,3.3,0,0,0,0,0,0,0,0,0,1.2,0.7,0,0,0,0,0,0.1,0.2,0.3
BroomsBarn,2022-04-25,2022-05-01,12:00:00,0.52,0,3.8,0,0.8,2,3.1,1.7,1.8,0,0,0.1,0,0.6,0,0,0,0.1,0.2,0.3,0.2,0,0.1,0,0.3,0,1.9,0,0.7,0,1,0,3.4,0.2,3.8,0,0.1,0.1,0,0,0,0,0.1,0,1.3,1.3,0,0,0.1,0,0,0.3,0.4,0.5
BroomsBarn,2022-04-25,2022-05-01,18:00:00,0.436,0,2.8,0.1,0.8,1.1,2.8,0.4,0.4,0,0,0.1,0,0.7,0.1,0,0,0.1,1.5,0.6,0.2,1.6,0.2,0,0.3,0,1.9,0,0.3,0,1.1,1,1.6,0.3,0.5,0.5,0.4,0.1,0,0,0.6,0.2,0.1,0,0.5,0.8,0,0,0.1,0,0.1,0.2,0.5,0.4
BroomsBarn,2022-04-25,2022-05-02,00:00:00,0.232,0,1.7,0.1,0.1,0.2,1.7,0,0.2,0,0,0,0,0.2,0.1,0,0,0,1.4,0.3,0,1.6,0.1,0,0,0,0.6,0,0.2,0,0.2,1.2,0.2,0.1,0,0.6,0.3,0,0,0,0.9,0.2,0.1,0,0.1,0.2,0,0,0,0,0.5,0,0.2,0.2
BroomsBarn,2022-04-25,2022-05-02,06:00:00,0.09,0,1.2,0,0.1,0,1.2,0.3,0,0,0,0,0,0,0,0,0,0.5,0.1,0,0,0,0,0,0,0,0.1,0,0,0,0,0.2,0,0,0,0.1,0,0,0,0,0.4,0,0.2,0,0,0,0.2,0.5,0,0,0.6,0,0,0.1
BroomsBarn,2022-04-25,2022-05-02,12:00:00,0.156,0,1.3,0,0,0,0.1,0.8,0.1,0.3,0,0,0,0,0.2,0,0,0.8,0.1,0.1,0.5,0.3,0,0.2,0,0.1,0,0,0,0,0,0.1,0.7,0,0,0,0,0,0,0.4,0.3,0,0.1,0,0.3,0,0.2,1.3,0.2,0,0.4,0,0.2,0.2
BroomsBarn,2022-04-25,2022-05-02,18:00:00,0.252,0,2.6,0,0,0,0.1,0.9,0.1,1.3,0,0,0.1,0.3,0.5,0,0,0.3,0.1,0.1,0.5,0.6,0,0.2,0,0.2,0,0,0,0,0,0.1,0.7,0,0,0,0,0.1,0,1.3,0.2,0,2.6,0,0.3,0.1,0,0.9,0.2,0,0.6,0,0.2,0.3
BroomsBarn,2022-04-25,2022-05-03,00:00:00,0.174,0,3.6,0,0,0,0.1,0.6,0,1,0.1,0,0.1,0.3,0.3,0,0,0,0,0,0,0.3,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0.1,0,1.2,0,0,3.6,0,0,0.1,0,0.1,0.1,0,0.4,0,0,0.2
BroomsBarn,2022-04-25,2022-05-03,06:00:00,0.116,0,2.1,0,0,0,0,0.2,0,0,0.1,0,0.2,0,0,0,0,0,0,0.1,0,0,0,0,2.1,0.2,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0.3,0,0,1.4,0,0.2,0,0.1,0.2,0.6,0,0,0,0,0.1
BroomsBarn,2022-04-25,2022-05-03,12:00:00,0.412,0,3.3,0,2.6,0,0.5,0.2,0,0,3.3,0.7,0.3,0,0.3,0.1,0.1,0.1,0.3,0.2,0.1,0.1,0.1,1.6,3.1,0.9,0,0,0.4,0,0,0.1,0.1,0.2,0,0.1,0,0,0.3,0.1,0,0,1,0,1.4,0.1,1.2,0.2,0.7,0,0.1,0,0,0.4
BroomsBarn,2022-04-25,2022-05-03,18:00:00,0.672,0,6.3,0,2.8,0,0.6,0.3,0.1,0,6.3,2.1,0.9,0,0.3,0.1,0.1,0.1,0.3,0.1,0.5,0.1,1.3,3.9,1,1.2,0,0,1,0,0,0.2,0,0.3,0,1.5,0.2,0.9,0.6,0.2,0,0.2,0.6,0.1,3,0.5,1.8,0,0.2,0,0.2,0,0,0.7
BroomsBarn,2022-04-25,2022-05-04,00:00:00,0.384,0,3,0,0.3,0,0.1,0.1,0.1,0,3,1.4,0.8,0.1,0,0,0,0,0,0,0.5,0.1,1.3,2.3,0,0.3,0,0,0.9,0,0,0.1,0,0.1,0,2.1,0.2,0.9,0.3,0.1,0,0.4,0,0.1,2.4,0.4,0.7,0,0,0,0.1,0,0,0.4
BroomsBarn,2022-04-25,2022-05-04,06:00:00,0.166,0,4.2,0.2,0.1,0,0,0,0,0.2,0,0,0,0.1,0,0,0,0,0,0.1,4.2,0.1,0.3,0,0,0,0,0.1,0.8,0,0,0,0,0,0,0.7,0,0,0,0,0,0.2,0,0,0.6,0.1,0,0,0,0.2,0.3,0,0,0.2
BroomsBarn,2022-04-25,2022-05-04,12:00:00,0.402,0,4.8,0.4,0.1,0,0,0,0.1,1.2,0.1,0,0.1,0.9,0.1,0.2,0.2,0,0,2.1,4.8,0.1,0.9,0,0.1,0,0,2.9,0.7,1.4,0.6,0,0.1,0.1,0,0.3,0,0,0,0.1,0,0.3,0.1,0,0.5,0.1,0.1,0,0,0.6,0.6,0.1,0.1,0.4
BroomsBarn,2022-04-25,2022-05-04,18:00:00,0.734,0,9.3,1.2,0.1,0,0,0,1.2,1.6,1.1,0,0.1,1.8,0.3,0.3,0.3,0,0,4.1,0.8,0.2,1.2,0,0.2,0.1,0,6,0.9,1.5,0.7,0.1,0.1,0.1,0,0.4,0,0,0.2,0.1,0,9.3,0.2,0.1,0.9,0.1,0.2,0,0,0.6,0.3,0.1,0.2,0.7
BroomsBarn,2022-04-25,2022-05-05,00:00:00,0.656,0,9.2,1.6,0.1,0,0,1.4,2.2,0.6,1,0,0,1.8,0.2,0.1,0.1,0,0,2.8,0.1,0.1,0.9,0,0.7,0.1,0,3.9,1.2,0.1,0.1,0.1,0,0,0,0.1,0,0,0.2,0,0,9.2,0.1,0.1,0.4,0.1,0.1,0,0,3.1,0.1,0,0.1,0.7
