Site,PullDate,ValidDate,ValidHoure,Mean,Min,Max,model1,model2,model3,model4,model5,model6,model7,model8,model9,model10,model11,model12,model13,model14,model15,model16,model17,model18,model19,model20,model21,model22,model23,model24,model25,model26,model27,model28,model29,model30,model31,model32,model33,model34,model35,model36,model37,model38,model39,model40,model41,model42,model43,model44,model45,model46,model47,model48,model49,model50,average
BroomsBarn,2022-05-16,2022-05-16,13:00:00,10165151.090909,7586863.6363636,11401936.363636,11205809.090909,9111554.5454545,8347954.5454545,10630809.090909,10883809.090909,9970500,8681663.6363636,11068227.272727,10899490.909091,10680154.545455,10618263.636364,9125981.8181818,11087881.818182,8893681.8181818,9146263.6363636,10158263.636364,8515645.4545455,10880881.818182,10289990.909091,11124472.727273,10884436.363636,10274100,11362209.090909,10700436.363636,11246163.636364,10450154.545455,10470018.181818,10445345.454545,9606890.9090909,10302327.272727,10740790.909091,10019009.090909,7586863.6363636,9083954.5454545,10405827.272727,11102309.090909,8640681.8181818,11401936.363636,10360663.636364,9595390.9090909,8921909.0909091,10024654.545455,11302618.181818,10011900,11016163.636364,11109000,10424227.272727,9605009.0909091,10300863.636364,9540400,10165151.1
BroomsBarn,2022-05-16,2022-05-16,14:00:00,10358698.181818,8876954.5454545,11354472.727273,10816690.909091,9875781.8181818,9724190.9090909,10337872.727273,10546127.272727,10319472.727273,9761827.2727273,10908900,10766927.272727,11192845.454545,10947790.909091,9988272.7272727,10700436.363636,10304000,9962763.6363636,10123345.454545,9864909.0909091,10702318.181818,10978945.454545,10806863.636364,9809918.1818182,9235754.5454545,10379063.636364,8897236.3636364,11099381.818182,10686845.454545,10527518.181818,10380109.090909,10899281.818182,10884854.545455,10820872.727273,10449945.454545,9957536.3636364,9877036.3636364,10755009.090909,10580836.363636,9752000,11354472.727273,9992872.7272727,8876954.5454545,9466172.7272727,11052963.636364,10777172.727273,10495736.363636,10310272.727273,11264145.454545,9623618.1818182,10435518.181818,10507027.272727,10154500,10358698.2
BroomsBarn,2022-05-16,2022-05-16,15:00:00,9453961.8181818,7841745.4545455,10553027.272727,9635536.3636364,9679027.2727273,9910700,9767263.6363636,9627800,10022772.727273,9322109.0909091,9973845.4545454,9889581.8181818,9108209.0909091,9657072.7272727,10160772.727273,9497118.1818182,8431800,10221827.272727,9312490.9090909,9147309.0909091,9980954.5454545,9784200,9296181.8181818,8611409.0909091,9016836.3636364,9754300,7841745.4545455,10048281.818182,9193518.1818182,9319600,9716245.4545455,9287190.9090909,9310190.9090909,9894809.0909091,9507781.8181818,10553027.272727,9147936.3636364,10301072.727273,9564027.2727273,9443800,9953354.5454545,9129745.4545455,8660754.5454545,9772281.8181818,10042845.454545,10001236.363636,9253318.1818182,8435563.6363636,9353472.7272727,7955490.9090909,8684800,9110718.1818182,9406163.6363636,9453961.8
BroomsBarn,2022-05-16,2022-05-16,16:00:00,7965941.2727273,5851200,8982127.2727273,8212463.6363636,7964481.8181818,7473327.2727273,8710936.3636364,8096627.2727273,8782236.3636364,7717336.3636364,8267454.5454545,8340845.4545455,6390236.3636364,7765427.2727273,8834300,8216018.1818182,6678990.9090909,8633572.7272727,6987400,7261518.1818182,8352972.7272727,8403154.5454545,8177545.4545455,7598363.6363636,8545336.3636364,8864409.0909091,7625545.4545455,8096418.1818182,7353309.0909091,7963227.2727273,8538018.1818182,7477718.1818182,7544209.0909091,8415700,8672463.6363636,8982127.2727273,8004627.2727273,7933118.1818182,7713363.6363636,8114400,8345027.2727273,7978700,7893181.8181818,8577536.3636364,8443300,8628972.7272727,7813100,7439872.7272727,7330518.1818182,5851200,7684090.9090909,7830036.3636364,7772327.2727273,7965941.3
BroomsBarn,2022-05-16,2022-05-16,17:00:00,6195832,4063263.6363636,6892890.9090909,6691536.3636364,6510254.5454545,5256963.6363636,6624627.2727273,6652436.3636364,6716000,6299281.8181818,6477427.2727273,6850027.2727273,5225600,6445018.1818182,6709727.2727273,6725200,5825272.7272727,6271054.5454545,4496709.0909091,5295018.1818182,6361172.7272727,6558136.3636364,6747990.9090909,6318727.2727273,6172363.6363636,6870100,6199754.5454545,6106918.1818182,6034990.9090909,5912881.8181818,6548309.0909091,6214809.0909091,5818581.8181818,6264781.8181818,6654109.0909091,6744227.2727273,6447736.3636364,4063263.6363636,5670545.4545455,6082454.5454545,6376227.2727273,6621700,5941109.0909091,6862990.9090909,6444809.0909091,6608318.1818182,5849527.2727273,5926681.8181818,6105663.6363636,4521590.9090909,6707009.0909091,6892890.9090909,6069072.7272727,6195832.0
BroomsBarn,2022-05-16,2022-05-16,18:00:00,4284619.8181818,1812609.0909091,4952318.1818182,4739463.6363636,4672763.6363636,4025000,4616309.0909091,4757027.2727273,4704336.3636364,4021863.6363636,4438372.7272727,4952318.1818182,3577754.5454545,4294936.3636364,4651645.4545454,4865963.6363636,3849781.8181818,4458445.4545455,3171700,4004090.9090909,4505072.7272727,4495872.7272727,4886245.4545455,4185163.6363636,4303090.9090909,4610245.4545455,4343863.6363636,3967709.0909091,4560063.6363636,3608909.0909091,4516781.8181818,4253327.2727273,4513645.4545455,4058663.6363636,4563200,4743018.1818182,4619654.5454545,1812609.0909091,4005763.6363636,3851663.6363636,4283227.2727273,4722109.0909091,3996981.8181818,4867427.2727273,4194781.8181818,4598954.5454545,3703836.3636364,4180354.5454545,4421227.2727273,3192818.1818182,4688654.5454545,4723363.6363636,4450918.1818182,4284619.8
BroomsBarn,2022-05-16,2022-05-16,19:00:00,2307882.7272727,1231127.2727273,2745781.8181818,2296863.6363636,2634754.5454545,2423781.8181818,2519545.4545455,2533136.3636364,2605690.9090909,1989918.1818182,2296863.6363636,2692254.5454546,1948309.0909091,2296027.2727273,2494245.4545455,2667581.8181818,1775390.9090909,2519545.4545455,1888509.0909091,2033827.2727273,2254836.3636364,2475845.4545455,2714836.3636364,1904190.9090909,2618863.6363636,2191481.8181818,2286827.2727273,1796300,2592309.0909091,1900845.4545455,2665490.9090909,2066236.3636364,2570145.4545455,2058081.8181818,2632245.4545455,2745781.8181818,2547563.6363636,1231127.2727273,2200681.8181818,1864881.8181818,2378409.0909091,2510554.5454545,2287454.5454545,2488390.9090909,2256090.9090909,2558227.2727273,1891645.4545455,2624509.0909091,2484627.2727273,1531381.8181818,2527700,2524354.5454545,2395972.7272727,2307882.7
BroomsBarn,2022-05-16,2022-05-16,20:00:00,759514.36363636,552836.36363637,922300,589636.36363636,903272.72727273,860618.18181818,829881.81818182,770918.18181818,879854.54545455,704218.18181818,731818.18181818,917909.09090909,682054.54545455,787227.27272727,803954.54545455,907454.54545455,580645.45454545,781163.63636364,669509.09090908,644627.27272728,656336.36363637,821309.09090909,918327.27272727,562872.72727273,881945.45454546,577509.09090909,718854.54545455,577300,854972.72727273,689163.63636364,922300,707772.72727273,862709.09090909,662190.90909091,901390.90909091,899509.09090909,759836.36363637,596954.54545455,673272.72727273,599254.54545454,780536.36363636,761509.09090909,813154.54545454,698154.54545454,806672.72727273,876927.27272727,638981.81818182,875463.63636364,782627.27272727,552836.36363637,827790.90909091,818172.72727273,854345.45454545,759514.4
BroomsBarn,2022-05-16,2022-05-16,21:00:00,82896.181818181,58545.454545455,97854.545454544,76736.363636365,97227.272727273,85099.999999994,87399.999999998,85727.272727273,84681.818181818,89281.818181812,84263.636363635,96599.999999994,68581.818181824,84054.545454539,87818.181818182,97854.545454544,72972.72727273,70045.454545455,94927.272727268,67536.363636362,58545.454545455,88863.636363636,92000,66699.999999995,92627.272727279,74436.363636368,77363.636363636,75690.909090911,96390.909090906,86563.636363639,96600.000000002,83009.090909092,95554.545454547,77990.909090908,97227.272727273,96600.000000002,72554.545454547,72554.545454547,67327.272727274,63772.727272727,75272.727272727,80500,87818.181818182,72763.636363635,92627.272727279,90745.45454545,83009.090909092,85727.272727273,76527.27272727,68163.636363633,81336.363636367,90536.363636362,96599.999999994,82896.2
BroomsBarn,2022-05-16,2022-05-16,22:00:00,20.909090908939,-836.36363636668,836.36363636668,-209.09090908787,209.09090908787,209.09090908787,-418.18181818334,418.18181818334,-418.18181818334,0,209.09090908787,0,418.18181818334,-209.09090909547,-836.36363635907,209.09090908787,209.09090909547,0,0,209.09090908787,-418.18181818334,0,0,0,0,-836.36363635907,0,0,-836.36363636668,627.27272727121,627.27272727121,209.09090908787,418.18181818334,836.36363636668,0,836.36363635907,209.09090908787,0,0,-836.36363635907,0,627.27272727121,-209.09090908787,-209.09090908787,418.18181818334,0,-627.27272727121,0,-418.18181818334,-209.09090909547,0,836.36363636668,0,20.9
BroomsBarn,2022-05-16,2022-05-16,23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
BroomsBarn,2022-05-16,2022-05-17,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
BroomsBarn,2022-05-16,2022-05-17,01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
BroomsBarn,2022-05-16,2022-05-17,02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
BroomsBarn,2022-05-16,2022-05-17,03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
BroomsBarn,2022-05-16,2022-05-17,04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
BroomsBarn,2022-05-16,2022-05-17,05:00:00,174971.45454545,155981.81818182,184000,175636.36363636,179609.09090909,173336.36363637,180236.36363637,176472.72727272,176890.90909091,175845.45454546,161209.0909091,178981.81818182,178981.81818182,178772.72727273,174590.90909091,178354.54545455,178145.45454546,182536.36363636,181700,178563.63636364,171036.36363636,175009.09090909,164763.63636363,179400,177936.36363636,168527.27272727,174800,181281.81818181,179609.09090909,170827.27272727,157236.36363637,157863.63636364,177936.36363636,175427.27272727,175636.36363636,180863.63636364,177100,177309.09090909,181490.90909091,178354.54545454,173336.36363637,174590.90909091,178145.45454546,184000,178354.54545454,176263.63636364,155981.81818182,176681.81818182,173545.45454545,159118.18181819,169781.81818182,178563.63636364,177936.36363637,174971.5
BroomsBarn,2022-05-16,2022-05-17,06:00:00,1142916,961609.09090909,1208754.5454545,1120518.1818182,1195163.6363636,1053400,1193909.0909091,1159409.0909091,1115290.9090909,1138709.0909091,1090409.0909091,1175509.0909091,1190772.7272727,1197672.7272727,1072218.1818182,1197045.4545455,1163381.8181818,1208754.5454545,1188054.5454545,1157945.4545455,1165890.9090909,1163800,961609.09090909,1193281.8181818,1160245.4545454,1089781.8181818,1178854.5454545,1202481.8181818,1173000,1044409.0909091,1106300,1005936.3636364,1189309.0909091,1190772.7272727,1169027.2727273,1199136.3636364,1148327.2727273,1134318.1818182,1191190.9090909,1181363.6363636,1119681.8181818,1155645.4545455,1075563.6363636,1156272.7272727,1180109.0909091,1165472.7272727,1018063.6363636,1137454.5454545,1168818.1818182,999663.63636364,1129090.9090909,1188263.6363636,1184500,1142916.0
BroomsBarn,2022-05-16,2022-05-17,07:00:00,3017742.1818182,2514318.1818182,3200136.3636364,2785718.1818182,3181318.1818182,2931663.6363636,3167518.1818182,2980381.8181818,2985190.9090909,2955290.9090909,3020527.2727273,3107718.1818182,3158527.2727273,3152672.7272727,2781954.5454545,3124027.2727273,3110854.5454545,3200136.3636364,3142218.1818182,2929781.8181818,3091827.2727273,3114409.0909091,2804954.5454545,3174836.3636364,3096636.3636364,2824609.0909091,3163336.3636364,3152045.4545455,3092036.3636364,2681590.9090909,3029518.1818182,2667163.6363636,3149118.1818182,3173163.6363636,3067154.5454545,3172118.1818182,2947136.3636364,2867681.8181818,3116500,3143472.7272727,3023663.6363636,3007354.5454545,2850954.5454545,3042063.6363636,3061718.1818182,3074263.6363636,2514318.1818182,2994600,3029518.1818182,2849700,2958218.1818182,3158109.0909091,3077818.1818182,3017742.2
BroomsBarn,2022-05-16,2022-05-17,08:00:00,5209838.7272727,4367909.0909091,5545927.2727273,4830418.1818182,5545927.2727273,5367781.8181818,5451836.3636364,4880181.8181818,5285818.1818182,4987027.2727273,5347500,5427163.6363636,5457063.6363636,5351890.9090909,4970300,5330563.6363636,5341645.4545455,5507872.7272727,5419427.2727273,4876000,5393290.9090909,5430509.0909091,5271600,5519163.6363636,5351263.6363636,4991627.2727273,5425072.7272727,5415872.7272727,5223300,4865127.2727273,5101609.0909091,4737790.9090909,5362972.7272727,5487381.8181818,5182736.3636364,5452045.4545455,5142590.9090909,4951272.7272727,4721063.6363636,5379909.0909091,5091990.9090909,5042227.2727273,4976363.6363636,5343736.3636364,5102236.3636364,5241490.9090909,4367909.0909091,5162036.3636364,5156809.0909091,5195909.0909091,5248390.9090909,5463545.4545455,5314672.7272727,5209838.7
BroomsBarn,2022-05-16,2022-05-17,09:00:00,7325157.0909091,6175500,7844045.4545455,7091945.4545455,7844045.4545455,7698100,7657745.4545454,6705127.2727273,7449281.8181818,7120590.9090909,7661300,7591045.4545455,7669872.7272727,7469354.5454545,7143381.8181818,7524972.7272727,6276072.7272727,7742427.2727273,7494236.3636364,7048872.7272727,7732600,7649172.7272727,7677818.1818182,7824390.9090909,7510754.5454545,7258172.7272727,7645618.1818182,7607981.8181818,6716209.0909091,7136690.9090909,7109718.1818182,6924254.5454545,7548181.8181818,7717336.3636364,7317136.3636364,7591045.4545455,7237054.5454545,7221372.7272727,6175500,7551527.2727273,6996809.0909091,7357281.8181818,6557718.1818182,7571809.0909091,6875536.3636364,6996181.8181818,6611245.4545455,7456390.9090909,7291836.3636364,7276572.7272727,7603800,7686390.9090909,7635372.7272727,7325157.1
BroomsBarn,2022-05-16,2022-05-17,10:00:00,9218475.2727273,7809545.4545455,9834381.8181818,9183063.6363636,9780227.2727273,9619645.4545455,9622154.5454545,8570427.2727273,9363718.1818182,9038581.8181818,9834381.8181818,9484572.7272727,9498581.8181818,9466381.8181818,9103609.0909091,9398009.0909091,7809545.4545455,9685090.9090909,9330681.8181818,9155672.7272727,9653518.1818182,9576781.8181818,9782527.2727273,9805318.1818182,9370618.1818182,9241190.9090909,9712481.8181818,9432509.0909091,8253027.2727273,9215263.6363636,9289281.8181818,9145636.3636364,9605218.1818182,9645363.6363636,9413063.6363636,9404909.0909091,8990490.9090909,9267118.1818182,8000863.6363636,8982545.4545455,9220909.0909091,9549390.9090909,8170436.3636364,9409927.2727273,8423854.5454545,8253654.5454545,8833881.8181818,9524927.2727273,8755681.8181818,8983590.9090909,9467427.2727273,9138736.3636364,9459272.7272727,9218475.3
BroomsBarn,2022-05-16,2022-05-17,11:00:00,10626915.818182,9311027.2727273,11485572.727273,10905972.727273,9886027.2727273,10500545.454545,11074081.818182,10408336.363636,10258000,10609690.909091,11485572.727273,10447854.545455,10805400,10621609.090909,10944027.272727,10604463.636364,10163072.727273,10926045.454545,10971000,10517063.636364,11074290.909091,11068645.454545,11228390.909091,11118827.272727,10889036.363636,10698136.363636,11334609.090909,9582636.3636364,10137354.545455,10614290.909091,11143709.090909,10865827.272727,11221490.909091,11235500,11144754.545455,11034354.545455,10456427.272727,10862272.727273,9353681.8181818,9311027.2727273,11060700,11012400,10244618.181818,10774245.454545,9997054.5454545,9415781.8181818,10327000,11062790.909091,9526809.0909091,10506400,10887363.636364,10284554.545455,10742045.454545,10626915.8
BroomsBarn,2022-05-16,2022-05-17,12:00:00,11178848.909091,8178800,12345145.454545,12168254.545455,9037954.5454545,10582090.909091,11693409.090909,11693409.090909,9803645.4545454,11923827.272727,12288063.636364,10002909.090909,10870009.090909,10420463.636364,11943481.818182,11339836.363636,11277109.090909,11254318.181818,11594300,10596727.272727,11230063.636364,12023563.636364,10917890.909091,11479090.909091,11927590.909091,11689854.545455,12345145.454545,8178800,11479509.090909,10497409.090909,11363045.454545,12027536.363636,11513590.909091,12142745.454545,12171809.090909,11392527.272727,11623990.909091,11856081.818182,8898700,10193181.818182,11791263.636364,10234790.909091,10987309.090909,12016872.727273,10620772.727273,10348118.181818,11097918.181818,11640300,10832372.727273,10828400,11950381.818182,11096036.363636,12055972.727273,11178848.9
BroomsBarn,2022-05-16,2022-05-17,13:00:00,10945056,7859936.3636364,12650418.181818,12563436.363636,8722018.1818182,10733472.727273,11166709.090909,12282418.181818,8523800,12445927.272727,12391354.545455,10072536.363636,10431754.545455,9297436.3636364,11255363.636364,11205390.909091,12089427.272727,11323109.090909,10498663.636364,10589618.181818,10394536.363636,11954772.727273,9731718.1818182,10563900,12446554.545455,12246245.454545,12650418.181818,7977863.6363636,12118281.818182,9806572.7272727,10500336.363636,12490045.454545,10040336.363636,12001400,12529772.727273,10107454.545455,11608727.272727,11813009.090909,8955363.6363636,11582800,11076800,7859936.3636364,10112890.909091,12216554.545455,10508072.727273,10490718.181818,10803518.181818,11140781.818182,11151236.363636,10585227.272727,12226381.818182,10437190.909091,11530945.454545,10945056.0
BroomsBarn,2022-05-16,2022-05-17,14:00:00,10283191.272727,7193145.4545454,12233281.818182,11952054.545455,8846636.3636364,10339963.636364,9515309.0909091,11770145.454545,8291500,12112636.363636,11522581.818182,9963390.9090909,10019427.272727,8251563.6363636,10063545.454545,10677018.181818,11907309.090909,10992327.272727,9621527.2727273,10237090.909091,9429790.9090909,10997554.545455,9408463.6363636,9460945.4545455,11675218.181818,11779554.545455,12233281.818182,7710436.3636364,11611027.272727,9545209.0909091,9358700,11402354.545455,8824890.9090909,10784909.090909,12157172.727273,9473700,9955863.6363636,11277318.181818,10636872.727273,11762409.090909,9544372.7272727,7193145.4545454,9546672.7272727,10933781.818182,9777509.0909091,9806363.6363636,9087090.9090909,10736190.909091,10702945.454545,10422554.545455,11530527.272727,9229690.9090909,10079018.181818,10283191.3
BroomsBarn,2022-05-16,2022-05-17,15:00:00,9504959.0909091,7024827.2727273,10951345.454545,10363381.818182,8994672.7272727,9187663.6363636,8430336.3636364,9927009.0909091,8156636.3636364,10751036.363636,10166418.181818,8900790.9090909,8847890.9090909,8475290.9090909,9270254.5454546,10249845.454545,10390145.454545,10012945.454545,9683836.3636364,9014536.3636364,8824263.6363636,9941436.3636364,9507572.7272727,9123472.7272727,10273472.727273,10470227.272727,10951345.454545,7024827.2727273,9909445.4545455,8535509.0909091,8460863.6363636,9695127.2727273,9026036.3636364,9868254.5454545,10905136.363636,9319809.0909091,9136227.2727273,10579372.727273,10795154.545455,10744763.636364,9058445.4545454,8569800,9363718.1818182,9732763.6363636,8997390.9090909,8559554.5454546,7769818.1818182,10478172.727273,10360872.727273,9708090.9090909,10306509.090909,8480936.3636364,9946872.7272727,9504959.1
BroomsBarn,2022-05-16,2022-05-17,16:00:00,8501887.2727273,6835809.0909091,9296390.9090909,8759445.4545454,8273100,8073418.1818182,7668618.1818182,8521081.8181818,7149027.2727273,8802727.2727273,9038581.8181818,7590627.2727273,8213927.2727273,8401481.8181818,8660963.6363636,9195818.1818182,8839527.2727273,8516481.8181818,8781818.1818182,7857636.3636364,7892345.4545455,8811509.0909091,8736236.3636364,8480518.1818182,8953063.6363636,9018927.2727273,8963100,6835809.0909091,8274145.4545454,7723190.9090909,7512636.3636364,8510209.0909091,8321190.9090909,9061581.8181818,9208781.8181818,8367818.1818182,8737072.7272727,8973972.7272727,9296390.9090909,9259381.8181818,8584436.3636364,8913127.2727273,8626672.7272727,8861900,8547009.0909091,7708972.7272727,7173490.9090909,9265236.3636364,9217772.7272727,8937590.9090909,8788509.0909091,8086172.7272727,9101309.0909091,8501887.3
BroomsBarn,2022-05-16,2022-05-17,17:00:00,6888203.0909091,5969545.4545455,7377354.5454546,7075427.2727273,6937427.2727273,6906063.6363636,6577163.6363636,7162200,6337336.3636364,6799427.2727273,7177045.4545455,6125318.1818182,7228063.6363636,6722690.9090909,7332190.9090909,7343690.9090909,7178927.2727273,6739836.3636364,6965654.5454545,6382290.9090909,6315172.7272727,7169727.2727273,6700318.1818182,6612918.1818182,6758863.6363636,7220536.3636364,7021690.9090909,6030390.9090909,6966072.7272727,6986145.4545454,5969545.4545455,7112645.4545454,6699272.7272727,7108254.5454545,7213009.0909091,6965863.6363636,7176000,6971718.1818182,7268209.0909091,7259427.2727273,6468227.2727273,6988863.6363636,6921327.2727273,7112227.2727273,6942863.6363636,6732727.2727273,6375390.9090909,6772454.5454545,7377354.5454546,7360836.3636364,6781236.3636364,6979036.3636364,7081072.7272727,6888203.1
BroomsBarn,2022-05-16,2022-05-17,18:00:00,4689875.6363636,3655118.1818182,5043272.7272727,4657500,4834809.0909091,4888336.3636364,4936636.3636364,4510300,4768945.4545455,4540618.1818182,3878427.2727273,4718763.6363636,4939563.6363636,4620072.7272727,4910081.8181818,4982009.0909091,4772081.8181818,4875790.9090909,4796336.3636364,4686354.5454546,4652690.9090909,4830209.0909091,4643700,4514063.6363636,4411190.9090909,4913218.1818182,5007100,4669000,5043272.7272727,4673181.8181818,3655118.1818182,4942909.0909091,4573236.3636364,4791736.3636364,4835436.3636364,4952945.4545454,5042227.2727273,4921163.6363636,4967372.7272727,4722527.2727273,3783918.1818182,4580763.6363636,4617145.4545455,4368536.3636364,4455727.2727273,4678618.1818182,4832509.0909091,4260645.4545454,4954618.1818182,4998527.2727273,4415790.9090909,4719390.9090909,4748663.6363636,4689875.6
BroomsBarn,2022-05-16,2022-05-17,19:00:00,2424542.9090909,1113618.1818182,2756445.4545455,2216363.6363636,2539409.0909091,2476890.9090909,2499263.6363636,1909418.1818182,2693509.0909091,2367745.4545455,1113618.1818182,2706681.8181818,2679918.1818182,2579345.4545455,2524772.7272727,2608827.2727273,2450127.2727273,2696854.5454546,2579554.5454545,2590009.0909091,2529163.6363636,2348718.1818182,2688281.8181818,2638936.3636364,2370045.4545455,2527281.8181818,2731145.4545454,2670300,2756445.4545455,2285781.8181818,1510681.8181818,2635381.8181818,1988245.4545455,2595654.5454545,2501772.7272727,2651900,2694554.5454545,2660890.9090909,2639145.4545455,2359800,1837281.8181818,2302927.2727273,2530209.0909091,1983645.4545454,1999327.2727273,2305436.3636364,2617609.0909091,2213227.2727273,2601300,2734490.9090909,2292263.6363636,2405590.9090909,2387400,2424542.9
BroomsBarn,2022-05-16,2022-05-17,20:00:00,763006.18181818,246309.0909091,915400.00000001,556390.90909091,866890.90909091,776354.54545455,743945.45454546,517500,899090.90909091,751054.54545454,246309.0909091,861036.36363637,909127.27272728,886127.27272728,768200,803536.36363637,826954.54545455,868981.81818182,875672.72727272,765899.99999999,780327.27272728,647972.72727273,851209.09090909,871490.90909092,752936.36363636,772172.72727272,908290.90909091,879854.54545454,915400.00000001,704845.45454545,570818.18181818,867099.99999999,521054.54545454,854136.36363636,807300,880481.81818182,865845.45454545,844727.27272727,862081.81818181,710072.72727272,645881.81818182,682472.72727272,857481.81818182,585036.36363635,490109.09090909,621418.18181818,852672.72727272,669300.00000001,815036.36363635,911009.09090908,751472.72727273,752518.18181818,724709.09090909,763006.2
BroomsBarn,2022-05-16,2022-05-17,21:00:00,80575.272727272,37009.090909085,101200,49763.636363627,95972.72727273,92209.090909088,72554.545454539,71090.909090909,96599.999999994,68163.636363633,69627.272727264,93463.63636363,97854.545454536,98481.818181815,64400.000000006,83845.454545467,100572.72727274,87400.000000006,90954.545454545,82172.727272733,65027.27272727,60218.181818188,69209.090909103,89281.818181812,78827.272727267,81545.454545455,101200,98272.727272727,97227.272727273,51227.272727273,76109.090909094,91163.636363633,61890.909090906,83009.090909085,92418.181818176,100154.54545453,73390.909090906,72345.454545452,89490.9090909,59172.727272733,86563.636363624,78409.090909091,98063.636363639,60427.272727276,37009.090909085,73181.818181818,89072.727272724,100990.90909092,91163.636363633,98272.727272727,56663.636363649,63981.81818183,88654.545454533,80575.3
BroomsBarn,2022-05-16,2022-05-17,22:00:00,83.636363636364,-1463.6363636303,2090.9090909091,0,-209.09090908787,-1045.4545454545,-209.09090910308,0,209.09090908787,-1463.6363636303,418.18181817573,418.18181817573,-209.09090910308,0,-1463.6363636303,-418.18181817573,-209.09090908787,1672.7272727334,0,-418.18181817573,0,209.09090908787,-209.09090908787,2090.9090909091,0,-1045.4545454545,836.36363636668,836.36363636668,0,0,209.09090908787,0,1045.4545454545,-627.27272727881,1463.6363636303,0,209.09090908787,0,0,-1045.4545454545,-627.27272727881,0,0,1672.7272727334,0,0,418.18181819095,0,-418.18181817573,1463.6363636303,627.27272727881,0,0,83.6
BroomsBarn,2022-05-16,2022-05-17,23:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
BroomsBarn,2022-05-16,2022-05-18,00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
BroomsBarn,2022-05-16,2022-05-18,01:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
BroomsBarn,2022-05-16,2022-05-18,02:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
BroomsBarn,2022-05-16,2022-05-18,03:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
BroomsBarn,2022-05-16,2022-05-18,04:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
BroomsBarn,2022-05-16,2022-05-18,05:00:00,185338.18181818,101409.09090909,207627.27272728,147827.27272728,190690.9090909,194245.45454546,204490.90909092,164345.45454547,144272.72727273,184209.09090909,206372.72727274,129636.36363636,189436.36363638,146154.54545455,203445.45454545,190899.99999999,196545.45454545,193827.27272727,201145.45454546,191109.09090909,195081.81818181,196963.63636363,194454.54545455,188599.99999999,174590.90909091,201563.63636364,186718.18181819,179400.00000001,169154.54545453,206372.72727274,204281.81818183,184418.18181819,199681.81818182,197590.90909091,199890.90909091,196127.27272728,169572.72727272,203445.45454545,161418.18181819,176681.81818182,182745.45454546,143436.36363638,203863.63636364,198845.45454545,200727.27272727,190690.9090909,190690.9090909,101409.09090909,200936.36363636,199263.63636364,196127.27272726,185881.81818181,207627.27272728,185338.2
