Site,PullDate,ValidTime,Mean,Min,Max,model1,model2,model3,model4,model5,model6,model7,model8,model9,model10,model11,model12,model13,model14,model15,model16,model17,model18,model19,model20,model21,model22,model23,model24,model25,model26,model27,model28,model29,model30,model31,model32,model33,model34,model35,model36,model37,model38,model39,model40,model41,model42,model43,model44,model45,model46,model47,model48,model49,model50
BroomsBarn,2022-05-02,2022-05-05T00:00:00Z,343022,0,516663.63636364,0,0,0,0,0,0,0,0,0,514154.54545455,446827.27272727,475681.81818182,459372.72727273,471709.09090909,378036.36363636,448290.90909091,444109.09090909,371345.45454545,480909.09090909,402290.90909091,350018.18181818,512063.63636364,511645.45454545,422990.90909091,305900,268890.90909091,444945.45454545,261781.81818182,416090.90909091,432400,401245.45454545,494290.90909091,413581.81818182,498263.63636364,361727.27272727,351690.90909091,335172.72727273,421527.27272727,474218.18181818,393927.27272727,348136.36363636,374063.63636364,360054.54545455,433654.54545455,452890.90909091,489063.63636364,372181.81818182,464181.81818182,516663.63636364,375109.09090909
BroomsBarn,2022-05-02,2022-05-05T06:00:00Z,628050.54545455,0,839290.90909091,0,0,0,0,0,0,0,0,0,487181.81818182,556600,768618.18181818,691254.54545455,722200,786809.09090909,801236.36363636,794127.27272727,774890.90909091,816500,724918.18181818,808972.72727273,737672.72727273,839290.90909091,837827.27272727,559527.27272727,807509.09090909,614309.09090909,833645.45454545,824863.63636364,814618.18181818,784090.90909091,746245.45454545,837618.18181818,834690.90909091,784090.90909091,687281.81818182,796218.18181818,817545.45454545,820263.63636364,791200,767154.54545455,825281.81818182,812945.45454545,788272.72727273,750636.36363636,781581.81818182,831763.63636364,799981.81818182,783463.63636364,759627.27272727
BroomsBarn,2022-05-02,2022-05-05T12:00:00Z,17512877.454545,0,25768781.818182,0,0,0,0,0,0,0,0,0,18902027.272727,16066963.636364,21621045.454545,19545190.909091,24644500,23357336.363636,22478527.272727,18079045.454545,20550709.090909,16960827.272727,21947436.363636,19028527.272727,22590809.090909,20866436.363636,25024000,17987881.818182,20023381.818182,18375327.272727,23005436.363636,25372345.454545,24199136.363636,19681727.272727,21158536.363636,20048472.727273,22712500,22244345.454545,17145663.636364,18773645.454545,20434454.545455,22752645.454545,21862336.363636,22282818.181818,22248527.272727,23123363.636364,24418472.727273,21817590.909091,25402036.363636,22743027.272727,23101200,25768781.818182,17296836.363636
BroomsBarn,2022-05-02,2022-05-05T18:00:00Z,12501440.909091,0,21012800,0,0,0,0,0,0,0,0,0,15432372.727273,15688718.181818,11710554.545455,16440609.090909,17354963.636364,19579063.636364,14574472.727273,13443709.090909,14495227.272727,12253981.818182,12552563.636364,13696918.181818,18953254.545455,14371445.454545,14818272.727273,12407454.545455,15139227.272727,16782263.636364,14875145.454545,15546327.272727,16081181.818182,14732127.272727,18879027.272727,11749445.454545,16385409.090909,18774481.818182,12485654.545455,12595636.363636,14690727.272727,16444581.818182,14969445.454545,17725890.909091,15896763.636364,13273927.272727,19502954.545455,13659072.727273,21012800,11721845.454545,13307172.727273,20307118.181818,10760236.363636
BroomsBarn,2022-05-02,2022-05-06T00:00:00Z,339902.36363636,0,574790.90909091,0,0,0,0,0,0,0,0,0,389118.18181818,469409.09090909,301927.27272727,303809.09090909,535272.72727273,398109.09090909,455190.90909091,342281.81818182,426545.45454545,428009.09090909,391209.09090909,467736.36363636,497218.18181818,274118.18181818,445572.72727273,317400,573745.45454545,451009.09090909,463345.45454545,474218.18181818,331409.09090909,362981.81818182,535900,435118.18181818,463554.54545455,422154.54545455,269727.27272727,479236.36363636,311127.27272727,322836.36363636,519590.90909091,574790.90909091,478190.90909091,406054.54545455,393090.90909091,358800,514781.81818182,211181.81818182,389954.54545455,451218.18181818,358172.72727273
BroomsBarn,2022-05-02,2022-05-06T06:00:00Z,545384.36363636,0,844727.27272727,0,0,0,0,0,0,0,0,0,807718.18181818,359845.45454545,785972.72727273,683309.09090909,600718.18181818,820263.63636364,844727.27272727,748754.54545455,711327.27272727,703800,576045.45454545,657381.81818182,827163.63636364,678709.09090909,704218.18181818,432609.09090909,506418.18181818,743527.27272727,463554.54545455,694809.09090909,384100,481954.54545455,798309.09090909,654245.45454545,841381.81818182,800818.18181818,613890.90909091,589636.36363636,738090.90909091,431563.63636364,834063.63636364,679336.36363636,688954.54545455,705263.63636364,766318.18181818,654036.36363636,787227.27272727,608872.72727273,472963.63636364,704218.18181818,683100
BroomsBarn,2022-05-02,2022-05-06T12:00:00Z,16446292.181818,0,25918909.090909,0,0,0,0,0,0,0,0,0,23329318.181818,17685954.545455,23739972.727273,21248863.636364,16787281.818182,25129381.818182,17724009.090909,19884963.636364,14539136.363636,18011927.272727,18268900,20941500,22482918.181818,21439763.636364,18111454.545455,14435427.272727,24096472.727273,19092300,21562918.181818,20582490.909091,22505918.181818,17671736.363636,22905281.818182,18597800,25918909.090909,22474554.545455,21161672.727273,18450181.818182,15466872.727273,17910936.363636,21524445.454545,20345800,13787872.727273,22278636.363636,21601809.090909,22025009.090909,21733327.272727,19896045.454545,18918754.545455,18883627.272727,19160463.636364
BroomsBarn,2022-05-02,2022-05-06T18:00:00Z,12011080.909091,0,19740481.818182,0,0,0,0,0,0,0,0,0,17601690.909091,15489663.636364,14615872.727273,17844236.363636,15806645.454545,17899018.181818,14924909.090909,15786363.636364,11820536.363636,13545118.181818,12697881.818182,17275300,11276481.818182,14155663.636364,16563972.727273,14522827.272727,18419027.272727,19210854.545455,17201700,11171936.363636,19740481.818182,13014863.636364,14289063.636364,16966472.727273,17037145.454545,15986881.818182,16634854.545455,12982872.727273,10565572.727273,16433500,13886772.727273,13742709.090909,8817154.5454545,9894600,11889745.454545,14973209.090909,14505054.545455,9799254.5454545,13517936.363636,10743090.909091,17303109.090909
BroomsBarn,2022-05-02,2022-05-07T00:00:00Z,312248,0,612009.09090909,0,0,0,0,0,0,0,0,0,254045.45454545,412745.45454545,304018.18181818,539245.45454545,452263.63636364,548027.27272727,458118.18181818,548445.45454545,331200,124827.27272727,111027.27272727,582318.18181818,346672.72727273,349181.81818182,338309.09090909,396227.27272727,364236.36363636,483836.36363636,579390.90909091,299836.36363636,493036.36363636,391209.09090909,330990.90909091,316772.72727273,530881.81818182,296909.09090909,326600,278509.09090909,218500,612009.09090909,338309.09090909,261154.54545455,445363.63636364,257181.81818182,312590.90909091,369881.81818182,346463.63636364,368836.36363636,539454.54545455,291263.63636364,462509.09090909
BroomsBarn,2022-05-02,2022-05-07T06:00:00Z,503419.81818182,0,908081.81818182,0,0,0,0,0,0,0,0,0,464600,684981.81818182,148036.36363636,743527.27272727,316145.45454545,839290.90909091,897627.27272727,710072.72727273,908081.81818182,670763.63636364,887590.90909091,616609.09090909,376154.54545455,346672.72727273,400200,363400,259063.63636364,676409.09090909,727636.36363636,788900,282481.81818182,327436.36363636,890100,771336.36363636,736000,628109.09090909,880063.63636364,844936.36363636,757327.27272727,821309.09090909,491572.72727273,385981.81818182,702963.63636364,631245.45454545,460627.27272727,428427.27272727,594236.36363636,891145.45454545,259272.72727273,862918.18181818,697736.36363636
BroomsBarn,2022-05-02,2022-05-07T12:00:00Z,15633869.454545,0,27575118.181818,0,0,0,0,0,0,0,0,0,12204845.454545,23315936.363636,11364090.909091,21368463.636364,20820645.454545,24447327.272727,22241627.272727,17734045.454545,27575118.181818,11751118.181818,23781790.909091,17681563.636364,22456781.818182,9686972.7272727,21623136.363636,21495172.727273,7202763.6363636,17819563.636364,19446500,24078072.727273,12312527.272727,12904045.454545,23589427.272727,22358718.181818,23849327.272727,21773890.909091,22216536.363636,23590054.545455,15916418.181818,22504245.454545,20968890.909091,14208145.454545,18107481.818182,16952045.454545,11473027.272727,23841381.818182,21521936.363636,23402500,15558663.636364,16791254.545455,19757418.181818
BroomsBarn,2022-05-02,2022-05-07T18:00:00Z,12988551.636364,0,26337927.272727,0,0,0,0,0,0,0,0,0,9688436.3636364,16834118.181818,17012054.545455,21712000,15945272.727273,19230090.909091,18380345.454545,12539809.090909,26337927.272727,13007545.454545,19193918.181818,14929718.181818,12582881.818182,9505481.8181818,16207472.727273,17508436.363636,9777718.1818182,14340709.090909,15051200,18981063.636364,14009090.909091,11891836.363636,19151890.909091,18792463.636364,16009672.727273,9432509.0909091,15637072.727273,19973200,15245863.636364,18107272.727273,16948909.090909,8531954.5454545,16653463.636364,13145336.363636,11416572.727273,25029854.545455,20424000,10754381.818182,21042281.818182,13116272.727273,15347481.818182
BroomsBarn,2022-05-02,2022-05-08T00:00:00Z,370931.45454545,0,702545.45454545,0,0,0,0,0,0,0,0,0,324090.90909091,489063.63636364,397272.72727273,606363.63636364,441181.81818182,535272.72727273,599672.72727273,384100,581272.72727273,633754.54545455,526909.09090909,307363.63636364,303181.81818182,226445.45454545,351272.72727273,531300,453936.36363636,495545.45454545,552418.18181818,633545.45454545,530881.81818182,169990.90909091,512481.81818182,487181.81818182,282272.72727273,325554.54545455,365909.09090909,407727.27272727,355454.54545455,466272.72727273,363818.18181818,509554.54545455,389745.45454545,427590.90909091,411909.09090909,702545.45454545,606781.81818182,182745.45454545,543636.36363636,625181.81818182,505372.72727273
BroomsBarn,2022-05-02,2022-05-08T06:00:00Z,589724.18181818,0,971018.18181818,0,0,0,0,0,0,0,0,0,202818.18181818,809181.81818182,796636.36363636,926272.72727273,915818.18181818,499727.27272727,942163.63636364,508718.18181818,819636.36363636,819427.27272727,830090.90909091,646090.90909091,863545.45454545,660309.09090909,777818.18181818,938400,812736.36363636,248818.18181818,815663.63636364,878181.81818182,879227.27272727,861036.36363636,971018.18181818,529000,715090.90909091,138000,708818.18181818,489272.72727273,944463.63636364,685818.18181818,899090.90909091,786181.81818182,802072.72727273,355454.54545455,809181.81818182,851000,537363.63636364,455190.90909091,911636.36363636,572909.09090909,872327.27272727
